raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-4.114285376660476778e+00,-2.662508967980850905e+00,-1.306385786241622826e+00,-1.313447894697535645e+00,-2.221284301258838134e+00,-2.986591374975533952e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,2.655764803690597694e-05,-1.391077680918372146e-03,1.185660636375885556e-04
1.000000000000000000e+00,-7.050711859579897878e-01,-1.147580055365100105e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.180485205089910838e+00,-2.888159646788976964e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,4.336184240617619312e-01,3.180265862103400787e-01,5.357017004425394191e+00,3.781627008884401508e+00,8.856902305686691790e+00,6.235864979462123259e+00
2.000000000000000000e+00,-7.050711859579897878e-01,-1.147580055365100105e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.139686108920983099e+00,-2.789727918602419976e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,-3.180192279755623130e-01,-2.174829184445097301e-03,-3.781573893588327184e+00,-1.391077680918372146e-03,-6.235627847334848539e+00
3.000000000000000000e+00,-6.713165900104404171e-01,-1.144815586546458208e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.098787563401247613e+00,-2.691296190415863432e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,7.604717957178696967e-03,6.927288398468227359e-03,8.631479740192926631e-02,6.185862956263249446e-02
4.000000000000000000e+00,-6.713165900104404171e-01,-1.146658565758886139e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.058013329570021810e+00,-2.592864462229306888e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-8.694527278860960870e-03,-1.147466026934863131e-02,-1.391077680918372146e-03,-6.162149743535732388e-02
5.000000000000000000e+00,-6.713165900104404171e-01,-1.146658565758886139e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.017239095738796006e+00,-2.494432734042750788e+00,-8.679176060112578917e-01,-8.488544559978022930e-01,2.113188749030273428e+00,-9.700360933674100350e-01,7.802093157862179940e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,4.627044814991120025e-03,-1.391077680918372146e-03,1.185660636375885556e-04
6.000000000000000000e+00,-6.713165900104404171e-01,-1.155873461821025794e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.976390274894464394e+00,-2.396001005856193800e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.876772372585925108e-01,-9.700360933674100350e-01,-9.023049510705086762e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-3.477331965652441514e-02,-2.297587818673416798e-02,-1.391077680918372146e-03,1.185660636375885556e-04
7.000000000000000000e+00,-6.713165900104404171e-01,-1.155873461821025794e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.935541454050132781e+00,-2.297569277669635923e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.975417112157486832e-01,-9.700360933674100350e-01,-9.018290036578660018e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,2.302899348280797870e-02,-1.391077680918372146e-03,1.185660636375885556e-04
8.000000000000000000e+00,-6.713165900104404171e-01,-1.146658565758886139e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.894742357881205264e+00,-2.199137549483079379e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-8.264155294100518079e-01,-9.700360933674100350e-01,-9.014297673321864934e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,3.042366128763421620e-02,2.302899348280797870e-02,-1.391077680918372146e-03,1.185660636375885556e-04
9.000000000000000000e+00,-6.713165900104404171e-01,-1.146658565758886139e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.853943261712277524e+00,-2.100705821296522391e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-8.264155294100518079e-01,-9.700360933674100350e-01,-9.018219081732168352e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,-2.297587818673416798e-02,-1.391077680918372146e-03,1.185660636375885556e-04
1.000000000000000000e+01,-6.713165900104404171e-01,-1.146658565758886139e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.813268477231859688e+00,-2.002274093109965403e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-8.264155294100518079e-01,-9.700360933674100350e-01,-9.019072761980181374e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,2.655764803690597694e-05,-1.391077680918372146e-03,1.185660636375885556e-04
1.100000000000000000e+01,-6.713165900104404171e-01,-1.144815586546458208e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.772593692751441630e+00,-1.903842364923408859e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-8.264155294100518079e-01,-9.700360933674100350e-01,-9.018503102361049573e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,4.344868909970765400e-03,4.627044814991120025e-03,-1.391077680918372146e-03,1.185660636375885556e-04
1.200000000000000000e+01,-6.713165900104404171e-01,-1.144815586546458208e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.731695147231706144e+00,-1.805410636736851204e+00,-9.668486255597639190e-01,-1.023845210346074230e+00,-8.264155294100518079e-01,7.614775068658572454e-01,-9.045700151806573830e-01,-1.268275994501437964e-01,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,-4.573929518917308444e-03,-1.391077680918372146e-03,1.185660636375885556e-04
