raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-4.105284665384322906e+00,-2.657379813070687824e+00,-1.316143999399665310e+00,-1.321701281246931314e+00,-2.208446439737552502e+00,-2.892830937214496245e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,6.502757122754517719e-05,-1.260136176687432288e-03,1.198720602788317513e-04
1.000000000000000000e+00,-5.877436969339829842e-01,-1.138532337075372158e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-2.167551415489795019e+00,-2.793488241498267577e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,4.410984248678561648e-01,3.251841347624950807e-01,5.473852414555813617e+00,3.865804885005606817e+00,9.797575381799832783e+00,6.900131084237073331e+00
2.000000000000000000e+00,-5.877436969339829842e-01,-1.139450069689266654e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-2.126755171493843743e+00,-2.694145545782039797e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,-3.251841347624950807e-01,-5.365849587008572619e-03,-3.868010624338942716e+00,-1.260136176687432288e-03,-6.899891340116516503e+00
3.000000000000000000e+00,-5.877436969339829842e-01,-1.138532337075372158e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-2.085958927497892468e+00,-2.594802850065812017e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,1.251563775482757461e-03,4.736616522809876037e-03,-1.260136176687432288e-03,1.198720602788317513e-04
4.000000000000000000e+00,-5.877436969339829842e-01,-1.138532337075372158e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-2.045137988438989751e+00,-2.495460154349583792e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,-2.270766904563620205e-03,-1.260136176687432288e-03,1.198720602788317513e-04
5.000000000000000000e+00,-5.877436969339829842e-01,-1.138532337075372158e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-2.004317049380086591e+00,-2.396117458633356012e+00,-8.327028593549458124e-01,-8.123578484869367067e-01,2.346169040542886552e+00,-9.712046466517781917e-01,8.168447701290525442e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,6.502757122754517719e-05,-1.260136176687432288e-03,1.198720602788317513e-04
6.000000000000000000e+00,-5.877436969339829842e-01,-1.142203267530950139e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.963496110321184096e+00,-2.296774762917128232e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-8.735748491624876211e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-1.529196963074556936e-02,-9.278150331937117315e-03,-1.260136176687432288e-03,1.198720602788317513e-04
7.000000000000000000e+00,-5.877436969339829842e-01,-1.142203267530950139e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.922773951514087587e+00,-2.197432067200900896e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-8.713552486208986370e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,9.408205474392207154e-03,-1.260136176687432288e-03,1.198720602788317513e-04
8.000000000000000000e+00,-5.877436969339829842e-01,-1.142203267530950139e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.882051792706990856e+00,-2.098089371484673116e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-8.713428842928181428e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,6.502757122754517719e-05,-1.260136176687432288e-03,1.198720602788317513e-04
9.000000000000000000e+00,-5.877436969339829842e-01,-1.142203267530950139e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.841403719088748892e+00,-1.998746675768445780e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-8.714924608124678951e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,6.502757122754517719e-05,-1.260136176687432288e-03,1.198720602788317513e-04
1.000000000000000000e+01,-5.877436969339829842e-01,-1.139450069689266654e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.800755645470506927e+00,-1.899403980052218666e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-8.708155572976519210e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,7.868977137974087974e-03,7.072410998601041596e-03,-1.260136176687432288e-03,1.198720602788317513e-04
1.100000000000000000e+01,-5.877436969339829842e-01,-1.139450069689266654e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.760008791600458755e+00,-1.800061284335990663e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-8.698858996911620345e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,-6.942355856145951756e-03,-1.260136176687432288e-03,1.198720602788317513e-04
1.200000000000000000e+01,-5.877436969339829842e-01,-1.134861406619794399e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.719311327856313909e+00,-1.700718588619763549e+00,-9.318678793244212777e-01,-9.880545686199122546e-01,-8.289338255345662931e-01,8.666571918882474135e-01,-8.692319902460677872e-01,-9.043842227008823398e-02,-9.740497402403797871e-04,0.000000000000000000e+00,1.448639050046541914e-02,1.174399995018337271e-02,-1.260136176687432288e-03,1.198720602788317513e-04
1.300000000000000000e+01,-5.877436969339829842e-01,-1.140367802303161149e+00,-1.291558334831872878e+00,-1.321701281246931314e+00,-1.678613864112169063e+00,-1.601375892903535547e+00,-9.318678793244212777e-01,-1.030875012835402948e+00,-8.289338255345662931e-01,-1.066038759404379865e+00,-8.693815911398332652e-01,-1.038126935636401349e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.190938299323690053e-02,-2.562871166247527796e-02,-1.260136176687432288e-03,1.198720602788317513e-04
1.400000000000000000e+01,-5.877436969339829842e-01,-1.140367802303161149e+00,-1.291558334831872878e+00,-1.319945966310983820e+00,-1.637718839864411136e+00,-1.502033197187308433e+00,-9.318678793244212777e-01,-1.030875012835402948e+00,-8.289338255345662931e-01,-1.066038759404379865e+00,-8.696254964378299368e-01,-1.038126935636401349e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,1.407979442597453827e-02,-1.260136176687432288e-03,1.198720602788317513e-04
