Time,raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED
0.000000000000000000e+00,1.030000000000000000e+02,8.235000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,nan,nan,nan
2.000000000000000000e+00,nan,8.230000000000000000e+02,nan
3.000000000000000000e+00,nan,nan,nan
4.000000000000000000e+00,nan,8.225000000000000000e+02,nan
5.000000000000000000e+00,nan,nan,nan
6.000000000000000000e+00,1.040000000000000000e+02,7.980000000000000000e+02,nan
7.000000000000000000e+00,nan,nan,nan
8.000000000000000000e+00,1.020000000000000000e+02,8.020000000000000000e+02,nan
9.000000000000000000e+00,nan,nan,nan
1.000000000000000000e+01,nan,8.240000000000000000e+02,nan
1.100000000000000000e+01,nan,nan,nan
1.200000000000000000e+01,nan,8.215000000000000000e+02,nan
1.300000000000000000e+01,nan,nan,nan
1.400000000000000000e+01,nan,7.975000000000000000e+02,nan
1.500000000000000000e+01,nan,nan,nan
1.600000000000000000e+01,nan,8.480000000000000000e+02,nan
1.700000000000000000e+01,nan,8.205000000000000000e+02,2.000000000000000000e+00
1.800000000000000000e+01,nan,nan,nan
1.900000000000000000e+01,nan,8.140000000000000000e+02,nan
2.000000000000000000e+01,nan,nan,nan
2.100000000000000000e+01,nan,8.210000000000000000e+02,3.000000000000000000e+00
2.200000000000000000e+01,nan,nan,nan
2.300000000000000000e+01,nan,8.400000000000000000e+02,nan
2.400000000000000000e+01,nan,nan,nan
2.500000000000000000e+01,1.070000000000000000e+02,1.567000000000000000e+03,1.000000000000000000e+00
2.600000000000000000e+01,nan,nan,nan
2.700000000000000000e+01,1.100000000000000000e+02,1.549500000000000000e+03,1.100000000000000000e+01
2.800000000000000000e+01,nan,nan,nan
2.900000000000000000e+01,1.040000000000000000e+02,1.175500000000000000e+03,1.500000000000000000e+01
3.000000000000000000e+01,nan,nan,nan
3.100000000000000000e+01,1.030000000000000000e+02,8.925000000000000000e+02,nan
3.200000000000000000e+01,nan,nan,nan
3.300000000000000000e+01,1.020000000000000000e+02,8.235000000000000000e+02,1.100000000000000000e+01
3.400000000000000000e+01,nan,nan,nan
3.500000000000000000e+01,nan,8.325000000000000000e+02,nan
3.600000000000000000e+01,nan,nan,1.300000000000000000e+01
3.700000000000000000e+01,nan,nan,nan
3.800000000000000000e+01,nan,nan,nan
3.900000000000000000e+01,1.030000000000000000e+02,1.014500000000000000e+03,1.400000000000000000e+01
4.000000000000000000e+01,nan,nan,1.600000000000000000e+01
4.100000000000000000e+01,1.020000000000000000e+02,1.043000000000000000e+03,nan
4.200000000000000000e+01,nan,nan,1.700000000000000000e+01
4.300000000000000000e+01,1.030000000000000000e+02,1.109000000000000000e+03,nan
4.400000000000000000e+01,nan,1.149500000000000000e+03,1.800000000000000000e+01
4.500000000000000000e+01,1.020000000000000000e+02,nan,nan
4.600000000000000000e+01,1.030000000000000000e+02,7.940000000000000000e+02,1.500000000000000000e+01
4.700000000000000000e+01,nan,nan,nan
4.800000000000000000e+01,1.020000000000000000e+02,8.055000000000000000e+02,1.300000000000000000e+01
4.900000000000000000e+01,nan,nan,nan
5.000000000000000000e+01,nan,7.850000000000000000e+02,9.000000000000000000e+00
5.100000000000000000e+01,nan,nan,nan
5.200000000000000000e+01,nan,8.020000000000000000e+02,7.000000000000000000e+00
5.300000000000000000e+01,nan,nan,nan
5.400000000000000000e+01,nan,7.920000000000000000e+02,6.000000000000000000e+00
5.500000000000000000e+01,nan,nan,nan
5.600000000000000000e+01,1.120000000000000000e+02,1.656500000000000000e+03,1.200000000000000000e+01
5.700000000000000000e+01,nan,nan,nan
5.800000000000000000e+01,1.200000000000000000e+02,1.688500000000000000e+03,2.000000000000000000e+01
5.900000000000000000e+01,nan,nan,nan
6.000000000000000000e+01,1.170000000000000000e+02,1.866500000000000000e+03,2.700000000000000000e+01
6.100000000000000000e+01,nan,nan,nan
6.200000000000000000e+01,nan,1.548000000000000000e+03,3.300000000000000000e+01
6.300000000000000000e+01,nan,nan,nan
6.400000000000000000e+01,1.100000000000000000e+02,1.651500000000000000e+03,3.800000000000000000e+01
6.500000000000000000e+01,nan,nan,4.000000000000000000e+01
6.600000000000000000e+01,1.040000000000000000e+02,1.741000000000000000e+03,nan
6.700000000000000000e+01,nan,nan,4.100000000000000000e+01
6.800000000000000000e+01,1.030000000000000000e+02,1.796000000000000000e+03,nan
6.900000000000000000e+01,nan,nan,4.200000000000000000e+01
7.000000000000000000e+01,1.040000000000000000e+02,1.824500000000000000e+03,nan
7.100000000000000000e+01,nan,1.796000000000000000e+03,4.100000000000000000e+01
7.200000000000000000e+01,9.300000000000000000e+01,nan,nan
7.300000000000000000e+01,nan,1.727000000000000000e+03,4.000000000000000000e+01
7.400000000000000000e+01,nan,nan,nan
7.500000000000000000e+01,9.500000000000000000e+01,1.349000000000000000e+03,3.200000000000000000e+01
7.600000000000000000e+01,nan,nan,nan
7.700000000000000000e+01,9.700000000000000000e+01,1.063000000000000000e+03,2.400000000000000000e+01
7.800000000000000000e+01,nan,nan,nan
7.900000000000000000e+01,1.070000000000000000e+02,1.439500000000000000e+03,2.300000000000000000e+01
8.000000000000000000e+01,nan,nan,nan
8.100000000000000000e+01,1.040000000000000000e+02,8.305000000000000000e+02,2.400000000000000000e+01
8.200000000000000000e+01,nan,nan,nan
8.300000000000000000e+01,1.030000000000000000e+02,1.270500000000000000e+03,2.200000000000000000e+01
8.400000000000000000e+01,nan,nan,nan
8.500000000000000000e+01,1.210000000000000000e+02,1.538500000000000000e+03,2.900000000000000000e+01
8.600000000000000000e+01,nan,nan,nan
8.700000000000000000e+01,1.200000000000000000e+02,1.606000000000000000e+03,3.700000000000000000e+01
8.800000000000000000e+01,nan,nan,nan
8.900000000000000000e+01,1.330000000000000000e+02,1.896000000000000000e+03,4.400000000000000000e+01
9.000000000000000000e+01,nan,nan,nan
9.100000000000000000e+01,1.320000000000000000e+02,1.564500000000000000e+03,4.800000000000000000e+01
9.200000000000000000e+01,nan,nan,nan
9.300000000000000000e+01,1.190000000000000000e+02,1.579500000000000000e+03,4.900000000000000000e+01
9.400000000000000000e+01,nan,nan,nan
9.500000000000000000e+01,1.240000000000000000e+02,1.582500000000000000e+03,nan
9.600000000000000000e+01,nan,nan,nan
9.700000000000000000e+01,1.200000000000000000e+02,1.611000000000000000e+03,5.000000000000000000e+01
9.800000000000000000e+01,nan,nan,nan
9.900000000000000000e+01,1.140000000000000000e+02,1.534500000000000000e+03,4.800000000000000000e+01
1.000000000000000000e+02,nan,nan,4.100000000000000000e+01
1.010000000000000000e+02,1.050000000000000000e+02,1.541000000000000000e+03,nan
1.020000000000000000e+02,nan,1.556000000000000000e+03,3.600000000000000000e+01
1.030000000000000000e+02,1.060000000000000000e+02,nan,nan
1.040000000000000000e+02,1.260000000000000000e+02,1.672000000000000000e+03,3.800000000000000000e+01
1.050000000000000000e+02,nan,nan,nan
1.060000000000000000e+02,1.340000000000000000e+02,1.834000000000000000e+03,4.200000000000000000e+01
