Time,raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED
0.000000000000000000e+00,1.020000000000000000e+02,7.915000000000000000e+02,2.000000000000000000e+00
1.000000000000000000e+00,nan,nan,0.000000000000000000e+00
2.000000000000000000e+00,4.800000000000000000e+01,1.660000000000000000e+02,nan
3.000000000000000000e+00,nan,0.000000000000000000e+00,nan
4.000000000000000000e+00,1.020000000000000000e+02,nan,nan
5.000000000000000000e+00,nan,9.200000000000000000e+02,1.000000000000000000e+00
6.000000000000000000e+00,1.010000000000000000e+02,nan,nan
7.000000000000000000e+00,nan,nan,4.000000000000000000e+00
8.000000000000000000e+00,1.020000000000000000e+02,8.080000000000000000e+02,nan
9.000000000000000000e+00,1.290000000000000000e+02,1.881000000000000000e+03,1.200000000000000000e+01
1.000000000000000000e+01,nan,nan,nan
1.100000000000000000e+01,1.200000000000000000e+02,1.592500000000000000e+03,2.000000000000000000e+01
1.200000000000000000e+01,nan,nan,nan
1.300000000000000000e+01,1.050000000000000000e+02,1.609500000000000000e+03,2.100000000000000000e+01
1.400000000000000000e+01,nan,nan,nan
1.500000000000000000e+01,1.100000000000000000e+02,1.657000000000000000e+03,2.400000000000000000e+01
1.600000000000000000e+01,nan,nan,nan
1.700000000000000000e+01,nan,1.762000000000000000e+03,2.600000000000000000e+01
1.800000000000000000e+01,nan,nan,nan
1.900000000000000000e+01,1.160000000000000000e+02,1.391000000000000000e+03,2.900000000000000000e+01
2.000000000000000000e+01,nan,nan,nan
2.100000000000000000e+01,1.090000000000000000e+02,1.397000000000000000e+03,3.200000000000000000e+01
2.200000000000000000e+01,nan,nan,nan
2.300000000000000000e+01,1.120000000000000000e+02,1.385500000000000000e+03,nan
2.400000000000000000e+01,nan,nan,2.500000000000000000e+01
2.500000000000000000e+01,1.000000000000000000e+02,1.090000000000000000e+03,nan
2.600000000000000000e+01,nan,nan,1.500000000000000000e+01
2.700000000000000000e+01,1.020000000000000000e+02,8.045000000000000000e+02,nan
2.800000000000000000e+01,nan,7.630000000000000000e+02,9.000000000000000000e+00
2.900000000000000000e+01,nan,nan,nan
3.000000000000000000e+01,1.010000000000000000e+02,7.740000000000000000e+02,1.000000000000000000e+00
3.100000000000000000e+01,nan,nan,nan
3.200000000000000000e+01,1.020000000000000000e+02,7.950000000000000000e+02,0.000000000000000000e+00
3.300000000000000000e+01,nan,nan,nan
3.400000000000000000e+01,nan,7.905000000000000000e+02,nan
3.500000000000000000e+01,nan,nan,nan
3.600000000000000000e+01,nan,nan,nan
3.700000000000000000e+01,nan,nan,nan
3.800000000000000000e+01,nan,7.935000000000000000e+02,nan
3.900000000000000000e+01,nan,nan,nan
4.000000000000000000e+01,nan,7.945000000000000000e+02,nan
4.100000000000000000e+01,nan,nan,nan
4.200000000000000000e+01,nan,nan,nan
4.300000000000000000e+01,nan,nan,nan
4.400000000000000000e+01,nan,7.915000000000000000e+02,nan
4.500000000000000000e+01,nan,nan,nan
4.600000000000000000e+01,nan,7.910000000000000000e+02,nan
4.700000000000000000e+01,nan,nan,nan
4.800000000000000000e+01,nan,nan,nan
4.900000000000000000e+01,nan,7.905000000000000000e+02,nan
5.000000000000000000e+01,nan,nan,nan
5.100000000000000000e+01,nan,7.895000000000000000e+02,nan
5.200000000000000000e+01,nan,nan,nan
5.300000000000000000e+01,nan,7.925000000000000000e+02,nan
5.400000000000000000e+01,nan,nan,nan
5.500000000000000000e+01,1.010000000000000000e+02,1.220000000000000000e+03,nan
5.600000000000000000e+01,nan,nan,nan
5.700000000000000000e+01,1.110000000000000000e+02,1.643500000000000000e+03,1.200000000000000000e+01
