raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-2.657648762007283061e+00,-1.316239373591974848e+00,-2.159293658826179296e+00,-1.300627200525031668e+00,-2.148642104456053269e-03,7.463534929244180073e-07,-9.740765687880125010e-04,0.000000000000000000e+00
1.000000000000000000e+00,-1.132277819868521718e+00,-1.291653256510572723e+00,-2.015464144224103471e+00,-1.300627200525031668e+00,5.497846844480168471e+00,3.882362528875677121e+00,4.410862222614317929e-01,3.251751783723601519e-01
2.000000000000000000e+00,-1.141455743708105208e+00,-1.291653256510572723e+00,-1.871634629622027424e+00,-1.300627200525031668e+00,-3.524127439437557685e-02,-3.905720613680858211e+00,-9.740765687880125010e-04,-3.251751783723601519e-01
3.000000000000000000e+00,-1.141455743708105208e+00,-1.291653256510572723e+00,-1.736626005182940524e+00,-1.300627200525031668e+00,-2.148642104456053269e-03,2.336032386566009797e-02,-9.740765687880125010e-04,0.000000000000000000e+00
4.000000000000000000e+00,-1.137784574172271634e+00,-1.291653256510572723e+00,-1.601617380743854069e+00,-1.300627200525031668e+00,1.108841081151175530e-02,9.344577358359794708e-03,-9.740765687880125010e-04,0.000000000000000000e+00
5.000000000000000000e+00,-1.137784574172271634e+00,-1.291653256510572723e+00,-1.466363731578017582e+00,-1.298567210828246887e+00,-2.148642104456053269e-03,-9.343084651373944130e-03,-9.740765687880125010e-04,0.000000000000000000e+00
6.000000000000000000e+00,-1.039580789088729418e+00,-1.291653256510572723e+00,-1.331110082412181095e+00,-1.296507221131462106e+00,3.519425233976827827e-01,2.499482257336816671e-01,-9.740765687880125010e-04,0.000000000000000000e+00
7.000000000000000000e+00,-1.039580789088729418e+00,-1.291653256510572723e+00,-1.195284708883928904e+00,-1.292387241737892545e+00,-2.148642104456053269e-03,-2.499467330266958442e-01,-9.740765687880125010e-04,0.000000000000000000e+00
8.000000000000000000e+00,-1.138702366556230139e+00,-1.291653256510572723e+00,-1.195203033975011930e+00,-1.290327252041107764e+00,-3.595490708355868481e-01,-2.522826907779125438e-01,-9.740765687880125010e-04,0.000000000000000000e+00
9.000000000000000000e+00,-1.138702366556230139e+00,-1.291653256510572723e+00,-1.194794659430429284e+00,-1.288267262344322983e+00,-2.148642104456053269e-03,2.522841834848983944e-01,-9.740765687880125010e-04,0.000000000000000000e+00
1.000000000000000000e+01,-1.135948989404355070e+00,-1.267067139429170819e+00,-1.194386284885845750e+00,-1.286207272647538202e+00,7.779147582519803372e-03,7.008619607143076052e-03,4.410862222614317929e-01,3.251751783723601519e-01
1.100000000000000000e+01,-1.135948989404355070e+00,-1.267067139429170819e+00,-1.195039684157178428e+00,-1.284147282950753421e+00,-2.148642104456053269e-03,-7.007126900157227209e-03,-9.740765687880125010e-04,-3.251751783723601519e-01
1.200000000000000000e+01,-1.131360027484563435e+00,-1.267067139429170819e+00,-1.195693083428511105e+00,-1.282087293253968641e+00,1.439767404050370722e-02,1.168053510957651163e-02,-9.740765687880125010e-04,0.000000000000000000e+00
1.300000000000000000e+01,-1.131360027484563435e+00,-1.267067139429170819e+00,-1.203370524866668401e+00,-1.280027303557183860e+00,-2.148642104456053269e-03,-1.167904240259066105e-02,-9.740765687880125010e-04,0.000000000000000000e+00
1.400000000000000000e+01,-1.136866781788313352e+00,-1.267067139429170819e+00,-1.211864715393991654e+00,-1.277967313860399079e+00,-2.200422147840776568e-02,-1.401500015380737797e-02,-9.740765687880125010e-04,0.000000000000000000e+00
1.500000000000000000e+01,-1.136866781788313352e+00,-1.267067139429170819e+00,-1.211538015758325759e+00,-1.275907324163614298e+00,-2.148642104456053269e-03,1.401649286079322855e-02,-9.740765687880125010e-04,0.000000000000000000e+00
1.600000000000000000e+01,-1.145126913243938560e+00,-1.267067139429170819e+00,-1.190220864531101430e+00,-1.273847334466829517e+00,-3.193201116538361972e-02,-2.102287340745753394e-02,-9.740765687880125010e-04,0.000000000000000000e+00
1.700000000000000000e+01,-1.145126913243938560e+00,-1.267067139429170819e+00,-1.169148738030626911e+00,-1.265607375679690394e+00,-2.148642104456053269e-03,2.102436611444337758e-02,-9.740765687880125010e-04,0.000000000000000000e+00
1.800000000000000000e+01,-1.125853273180813297e+00,-1.267067139429170819e+00,-1.132721728653837356e+00,-1.257367416892551271e+00,6.734588570437494148e-02,4.905585912904398410e-02,-9.740765687880125010e-04,0.000000000000000000e+00
1.900000000000000000e+01,-1.135031197020396787e+00,-1.267067139429170819e+00,-1.096703093821630892e+00,-1.249127458105412147e+00,-3.524127439437557685e-02,-7.241394393422531661e-02,-9.740765687880125010e-04,0.000000000000000000e+00
2.000000000000000000e+01,-1.135031197020396787e+00,-1.267067139429170819e+00,-9.574473741188832543e-01,-1.228527561137564339e+00,-2.148642104456053269e-03,2.336032386566009797e-02,-9.740765687880125010e-04,0.000000000000000000e+00
2.100000000000000000e+01,-8.991585543431033223e-01,-1.267067139429170819e+00,-8.177016049626347760e-01,-1.207927664169716531e+00,8.483320077464755471e-01,6.003418884161892954e-01,-9.740765687880125010e-04,0.000000000000000000e+00
2.200000000000000000e+01,-8.991585543431033223e-01,-1.168722671103562538e+00,-6.826929805235489868e-01,-1.174967829021160037e+00,-2.148642104456053269e-03,-6.003403957092033894e-01,1.767267118752091193e+00,1.300700713489440608e+00
2.300000000000000000e+01,-7.266135861589353429e-01,-1.168722671103562538e+00,-5.469492819042131027e-01,-1.142007993872603766e+00,6.199928449460309077e-01,4.391608035822357481e-01,-9.740765687880125010e-04,-1.300700713489440608e+00
2.400000000000000000e+01,-7.266135861589353429e-01,-1.168722671103562538e+00,-4.870815736683686836e-01,-1.102868189633692930e+00,-2.148642104456053269e-03,-4.391593108752499530e-01,-9.740765687880125010e-04,0.000000000000000000e+00
2.500000000000000000e+01,4.334759871644067730e-01,-1.021205968615150228e+00,-4.289290385197722100e-01,-1.063728385394781872e+00,4.180760079341371060e+00,2.952651343891423696e+00,2.651387716412530793e+00,1.951051070234160800e+00
2.600000000000000000e+01,4.334759871644067730e-01,-1.021205968615150228e+00,-3.704498037355097861e-01,-1.026648570852655817e+00,-2.148642104456053269e-03,-2.952649851184437679e+00,-9.740765687880125010e-04,-1.951051070234160800e+00
2.700000000000000000e+01,3.802440288948230052e-01,-8.736892661267376958e-01,-3.119705689512473068e-01,-9.895687563105298734e-01,-1.940859093859892692e-01,-1.354848032170766770e-01,2.651387716412530793e+00,1.951051070234160800e+00
2.800000000000000000e+01,3.802440288948230052e-01,-8.736892661267376958e-01,-3.024962795169251484e-01,-9.607289005555430528e-01,-2.148642104456053269e-03,1.354862959240625275e-01,-9.740765687880125010e-04,-1.951051070234160800e+00
2.900000000000000000e+01,-4.723850958024750635e-01,-7.999309148825315408e-01,-2.930219900826033785e-01,-9.401290035876951334e-01,-3.076454181837979363e+00,-2.170104004526837382e+00,1.325206819921871393e+00,9.755255351170804001e-01
3.000000000000000000e+01,-4.723850958024750635e-01,-7.999309148825315408e-01,-2.167376251545288512e-01,-9.133491375294930936e-01,-2.148642104456053269e-03,2.170105497233823399e+00,-9.740765687880125010e-04,-9.755255351170804001e-01
3.100000000000000000e+01,-4.778918501062250912e-01,-8.245170319639335554e-01,-1.404532602264547403e-01,-8.865692714712911648e-01,-2.200422147840776568e-02,-1.401500015380737797e-02,-4.430343753990078626e-01,-3.251751783723601519e-01
3.200000000000000000e+01,-4.778918501062250912e-01,-8.245170319639335554e-01,-1.989324950107163037e-01,-8.680293642002276933e-01,-2.148642104456053269e-03,1.401649286079322855e-02,-9.740765687880125010e-04,3.251751783723601519e-01
3.300000000000000000e+01,-7.926946378039357866e-01,-9.228615002895418362e-01,-2.574117297949787830e-01,-8.494894569291647768e-01,-1.137225929648695510e+00,-8.012327623138411070e-01,-1.769215271889667207e+00,-1.300700713489440608e+00
3.400000000000000000e+01,-7.926946378039357866e-01,-9.228615002895418362e-01,-3.291222998237256503e-01,-8.453694775355954372e-01,-2.148642104456053269e-03,8.012342550208269021e-01,-9.740765687880125010e-04,1.300700713489440608e+00
3.500000000000000000e+01,1.306045004581544711e-01,-8.491031490453356811e-01,-4.008328698524725731e-01,-8.412494981420257645e-01,3.326970166261447925e+00,2.349974244077510654e+00,1.325206819921871393e+00,9.755255351170804001e-01
3.600000000000000000e+01,1.306045004581544711e-01,-8.491031490453356811e-01,-3.742885244545874346e-01,-8.433094878388107674e-01,-2.148642104456053269e-03,-2.349972751370524637e+00,-9.740765687880125010e-04,-9.755255351170804001e-01
3.700000000000000000e+01,-2.236633597497648673e-01,-7.999309148825315408e-01,-3.477441790567031288e-01,-8.433094878388104343e-01,-1.279524248495349514e+00,-9.016789456161599103e-01,8.831465210916515929e-01,6.503503567447203038e-01
3.800000000000000000e+01,-2.236633597497648673e-01,-7.999309148825315408e-01,-3.220982576569014211e-01,-8.412494981420257645e-01,-2.148642104456053269e-03,9.016804383231458164e-01,-9.740765687880125010e-04,-6.503503567447203038e-01
3.900000000000000000e+01,-4.255776842205997168e-01,-8.245170319639335554e-01,-2.964523362570992693e-01,-8.391895084452410947e-01,-7.301865524826853804e-01,-5.139099589141848945e-01,-4.430343753990078626e-01,-3.251751783723601519e-01
4.000000000000000000e+01,-4.255776842205997168e-01,-8.245170319639335554e-01,-2.147774273405312073e-01,-8.288895599613170795e-01,-2.148642104456053269e-03,5.139114516211706896e-01,-9.740765687880125010e-04,3.251751783723601519e-01
4.100000000000000000e+01,-1.741025710160144790e-01,-8.245170319639335554e-01,-1.331025184239636172e-01,-8.144696320838237247e-01,9.045894826393386934e-01,6.400531701868734658e-01,-9.740765687880125010e-04,0.000000000000000000e+00
4.200000000000000000e+01,-1.741025710160144790e-01,-7.999309148825315408e-01,-1.292637977048846365e-01,-8.062296732966847124e-01,-2.148642104456053269e-03,-6.400516774798876707e-01,4.410862222614317929e-01,3.251751783723601519e-01
4.300000000000000000e+01,-1.897050415433062798e-01,-7.999309148825315408e-01,-1.254250769858056558e-01,-7.979897145095454780e-01,-5.840611699731923512e-02,-3.971053541719127278e-02,-9.740765687880125010e-04,-3.251751783723601519e-01
