Time,raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED
0.000000000000000000e+00,nan,8.190000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.030000000000000000e+02,nan,nan
2.000000000000000000e+00,nan,8.185000000000000000e+02,nan
3.000000000000000000e+00,nan,nan,0.000000000000000000e+00
4.000000000000000000e+00,nan,8.200000000000000000e+02,nan
5.000000000000000000e+00,nan,8.225000000000000000e+02,nan
6.000000000000000000e+00,nan,nan,nan
7.000000000000000000e+00,nan,nan,nan
8.000000000000000000e+00,nan,8.195000000000000000e+02,nan
9.000000000000000000e+00,nan,nan,nan
1.000000000000000000e+01,nan,nan,nan
1.100000000000000000e+01,nan,nan,nan
1.200000000000000000e+01,nan,8.215000000000000000e+02,nan
1.300000000000000000e+01,nan,8.185000000000000000e+02,nan
1.400000000000000000e+01,nan,nan,nan
1.500000000000000000e+01,nan,8.205000000000000000e+02,nan
1.600000000000000000e+01,nan,nan,nan
1.700000000000000000e+01,nan,nan,nan
1.800000000000000000e+01,nan,nan,nan
1.900000000000000000e+01,nan,nan,nan
2.000000000000000000e+01,nan,nan,nan
2.100000000000000000e+01,nan,nan,nan
2.200000000000000000e+01,nan,nan,nan
2.300000000000000000e+01,nan,nan,nan
2.400000000000000000e+01,nan,nan,nan
2.500000000000000000e+01,nan,nan,nan
2.600000000000000000e+01,nan,nan,nan
2.700000000000000000e+01,nan,8.200000000000000000e+02,nan
2.800000000000000000e+01,1.050000000000000000e+02,nan,nan
2.900000000000000000e+01,nan,nan,nan
3.000000000000000000e+01,nan,nan,nan
3.100000000000000000e+01,nan,8.210000000000000000e+02,0.000000000000000000e+00
3.200000000000000000e+01,nan,8.240000000000000000e+02,nan
3.300000000000000000e+01,nan,nan,nan
3.400000000000000000e+01,nan,8.420000000000000000e+02,nan
3.500000000000000000e+01,nan,nan,nan
3.600000000000000000e+01,1.050000000000000000e+02,8.190000000000000000e+02,nan
3.700000000000000000e+01,nan,8.210000000000000000e+02,nan
3.800000000000000000e+01,nan,nan,nan
3.900000000000000000e+01,nan,8.225000000000000000e+02,nan
4.000000000000000000e+01,nan,nan,nan
4.100000000000000000e+01,nan,nan,nan
4.200000000000000000e+01,nan,nan,nan
4.300000000000000000e+01,nan,nan,nan
4.400000000000000000e+01,nan,8.240000000000000000e+02,nan
4.500000000000000000e+01,nan,nan,nan
4.600000000000000000e+01,nan,nan,nan
4.700000000000000000e+01,nan,8.235000000000000000e+02,nan
4.800000000000000000e+01,nan,nan,nan
4.900000000000000000e+01,1.040000000000000000e+02,nan,0.000000000000000000e+00
5.000000000000000000e+01,nan,nan,nan
5.100000000000000000e+01,nan,8.230000000000000000e+02,nan
5.200000000000000000e+01,nan,8.240000000000000000e+02,nan
5.300000000000000000e+01,nan,nan,nan
5.400000000000000000e+01,nan,nan,nan
5.500000000000000000e+01,nan,nan,nan
5.600000000000000000e+01,nan,8.200000000000000000e+02,nan
5.700000000000000000e+01,nan,8.180000000000000000e+02,nan
5.800000000000000000e+01,nan,nan,nan
5.900000000000000000e+01,nan,8.205000000000000000e+02,nan
6.000000000000000000e+01,nan,nan,nan
6.100000000000000000e+01,nan,8.175000000000000000e+02,nan
6.200000000000000000e+01,nan,8.200000000000000000e+02,nan
6.300000000000000000e+01,nan,nan,nan
6.400000000000000000e+01,nan,8.190000000000000000e+02,nan
6.500000000000000000e+01,nan,nan,nan
6.600000000000000000e+01,nan,8.165000000000000000e+02,nan
6.700000000000000000e+01,nan,8.230000000000000000e+02,nan
6.800000000000000000e+01,nan,nan,nan
