# Time,raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.959999999999998863e+02,7.916666666666666075e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.297500000000000000e+03,1.600000000000000000e+01,7.327916666666665151e+02,1.041666666666666607e+01,1.298500000000000000e+03,1.298500000000000000e+03,1.700000000000000000e+01,1.700000000000000000e+01
2.000000000000000000e+00,1.240000000000000000e+03,1.800000000000000000e+01,8.599999999999998863e+02,1.291666666666666607e+01,-5.750000000000000000e+01,-1.356000000000000000e+03,2.000000000000000000e+00,-1.500000000000000000e+01
3.000000000000000000e+00,1.487000000000000000e+03,1.900000000000000000e+01,9.810416666666665151e+02,1.566666666666666607e+01,2.470000000000000000e+02,3.045000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000000e+00,1.487000000000000000e+03,1.900000000000000000e+01,1.102083333333333258e+03,1.841666666666666430e+01,0.000000000000000000e+00,-2.470000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,1.641500000000000000e+03,2.400000000000000000e+01,1.237166666666666515e+03,2.149999999999999645e+01,1.545000000000000000e+02,1.545000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+00
6.000000000000000000e+00,1.641500000000000000e+03,3.000000000000000000e+01,1.372249999999999773e+03,2.458333333333332860e+01,0.000000000000000000e+00,-1.545000000000000000e+02,6.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.526500000000000000e+03,3.000000000000000000e+01,1.520999999999999773e+03,2.808333333333333215e+01,-1.150000000000000000e+02,-1.150000000000000000e+02,0.000000000000000000e+00,-6.000000000000000000e+00
8.000000000000000000e+00,1.452500000000000000e+03,3.300000000000000000e+01,1.571249999999999773e+03,3.041666666666666430e+01,-7.400000000000000000e+01,4.100000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00
9.000000000000000000e+00,1.452500000000000000e+03,3.300000000000000000e+01,1.626291666666666515e+03,3.258333333333333570e+01,0.000000000000000000e+00,7.400000000000000000e+01,0.000000000000000000e+00,-3.000000000000000000e+00
1.000000000000000000e+01,1.621000000000000000e+03,3.700000000000000000e+01,1.665458333333333258e+03,3.475000000000000000e+01,1.685000000000000000e+02,1.685000000000000000e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.100000000000000000e+01,1.621000000000000000e+03,3.700000000000000000e+01,1.704624999999999773e+03,3.700000000000000711e+01,0.000000000000000000e+00,-1.685000000000000000e+02,0.000000000000000000e+00,-4.000000000000000000e+00
1.200000000000000000e+01,1.784000000000000000e+03,4.100000000000000000e+01,1.736291666666666288e+03,3.883333333333333570e+01,1.630000000000000000e+02,1.630000000000000000e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.300000000000000000e+01,1.900500000000000000e+03,4.400000000000000000e+01,1.776708333333333030e+03,4.041666666666667140e+01,1.165000000000000000e+02,-4.650000000000000000e+01,3.000000000000000000e+00,-1.000000000000000000e+00
1.400000000000000000e+01,1.900500000000000000e+03,4.400000000000000000e+01,1.826708333333333030e+03,4.233333333333332860e+01,0.000000000000000000e+00,-1.165000000000000000e+02,0.000000000000000000e+00,-3.000000000000000000e+00
1.500000000000000000e+01,1.957000000000000000e+03,4.500000000000000000e+01,1.859958333333333030e+03,4.399999999999999289e+01,5.650000000000000000e+01,5.650000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,1.957000000000000000e+03,4.600000000000000000e+01,1.893208333333333030e+03,4.599999999999999289e+01,0.000000000000000000e+00,-5.650000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.021500000000000000e+03,4.600000000000000000e+01,1.912416666666666515e+03,4.766666666666665719e+01,6.450000000000000000e+01,6.450000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00
1.800000000000000000e+01,2.126500000000000000e+03,4.900000000000000000e+01,1.936791666666666515e+03,4.958333333333332860e+01,1.050000000000000000e+02,4.050000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00
1.900000000000000000e+01,2.126500000000000000e+03,5.300000000000000000e+01,1.910958333333333258e+03,5.124999999999999289e+01,0.000000000000000000e+00,-1.050000000000000000e+02,4.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+01,1.851500000000000000e+03,5.300000000000000000e+01,1.875416666666666515e+03,5.266666666666666430e+01,-2.750000000000000000e+02,-2.750000000000000000e+02,0.000000000000000000e+00,-4.000000000000000000e+00
2.100000000000000000e+01,1.851500000000000000e+03,5.700000000000000000e+01,1.845458333333333030e+03,5.425000000000000000e+01,0.000000000000000000e+00,2.750000000000000000e+02,4.000000000000000000e+00,4.000000000000000000e+00
2.200000000000000000e+01,1.851500000000000000e+03,5.700000000000000000e+01,1.810791666666666515e+03,5.591666666666666430e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00
2.300000000000000000e+01,1.913500000000000000e+03,6.000000000000000000e+01,1.775125000000000000e+03,5.750000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00
2.400000000000000000e+01,1.474000000000000000e+03,6.100000000000000000e+01,1.736124999999999773e+03,5.916666666666666430e+01,-4.395000000000000000e+02,-5.015000000000000000e+02,1.000000000000000000e+00,-2.000000000000000000e+00
2.500000000000000000e+01,1.474000000000000000e+03,6.100000000000000000e+01,1.688375000000000000e+03,6.058333333333332860e+01,0.000000000000000000e+00,4.395000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00
