# Time,raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,8.525833333333332575e+02,1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.619000000000000000e+03,4.000000000000000000e+01,1.019624999999999886e+03,2.175000000000000000e+01,2.620000000000000000e+03,2.620000000000000000e+03,4.100000000000000000e+01,4.100000000000000000e+01
2.000000000000000000e+00,1.884000000000000000e+03,4.400000000000000000e+01,1.186666666666666515e+03,2.550000000000000000e+01,-7.350000000000000000e+02,-3.355000000000000000e+03,4.000000000000000000e+00,-3.700000000000000000e+01
3.000000000000000000e+00,1.884000000000000000e+03,4.400000000000000000e+01,1.357833333333333258e+03,2.950000000000000000e+01,0.000000000000000000e+00,7.350000000000000000e+02,0.000000000000000000e+00,-4.000000000000000000e+00
4.000000000000000000e+00,1.922500000000000000e+03,4.400000000000000000e+01,1.529000000000000000e+03,3.350000000000000000e+01,3.850000000000000000e+01,3.850000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.922500000000000000e+03,4.500000000000000000e+01,1.698791666666666742e+03,3.741666666666666430e+01,0.000000000000000000e+00,-3.850000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,2.004500000000000000e+03,4.500000000000000000e+01,1.868583333333333485e+03,4.133333333333332860e+01,8.200000000000000000e+01,8.200000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,2.004500000000000000e+03,4.500000000000000000e+01,2.033208333333333485e+03,4.524999999999999289e+01,0.000000000000000000e+00,-8.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,2.054000000000000000e+03,4.800000000000000000e+01,1.979500000000000227e+03,4.575000000000000000e+01,4.950000000000000000e+01,4.950000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00
9.000000000000000000e+00,2.054000000000000000e+03,4.800000000000000000e+01,1.990000000000000227e+03,4.591666666666667140e+01,0.000000000000000000e+00,-4.950000000000000000e+01,0.000000000000000000e+00,-3.000000000000000000e+00
1.000000000000000000e+01,2.037500000000000000e+03,4.700000000000000000e+01,2.000500000000000000e+03,4.666666666666667140e+01,-1.650000000000000000e+01,-1.650000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
