# Time,raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.359999999999999432e+02,-8.333333333333332871e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.060000000000000000e+02,0.000000000000000000e+00,4.027083333333332575e+02,-8.333333333333332871e-02,8.070000000000000000e+02,8.070000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,8.060000000000000000e+02,0.000000000000000000e+00,4.694166666666665719e+02,-8.333333333333332871e-02,0.000000000000000000e+00,-8.070000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00
3.000000000000000000e+00,8.050000000000000000e+02,0.000000000000000000e+00,5.369999999999998863e+02,-8.333333333333332871e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,8.080000000000000000e+02,0.000000000000000000e+00,6.045833333333332575e+02,-8.333333333333332871e-02,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,8.080000000000000000e+02,0.000000000000000000e+00,6.713333333333332575e+02,-8.333333333333332871e-02,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,8.005000000000000000e+02,0.000000000000000000e+00,7.380833333333332575e+02,-8.333333333333332871e-02,-7.500000000000000000e+00,-7.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,8.005000000000000000e+02,0.000000000000000000e+00,8.054583333333332575e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,8.110000000000000000e+02,0.000000000000000000e+00,8.055833333333331439e+02,0.000000000000000000e+00,1.050000000000000000e+01,1.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,8.110000000000000000e+02,0.000000000000000000e+00,8.056249999999998863e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,8.010000000000000000e+02,0.000000000000000000e+00,8.057500000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,8.010000000000000000e+02,0.000000000000000000e+00,8.051666666666666288e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,8.075000000000000000e+02,0.000000000000000000e+00,8.045833333333333712e+02,0.000000000000000000e+00,6.500000000000000000e+00,6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,8.075000000000000000e+02,0.000000000000000000e+00,8.050833333333333712e+02,0.000000000000000000e+00,0.000000000000000000e+00,-6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,8.065000000000000000e+02,0.000000000000000000e+00,8.055833333333332575e+02,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,8.065000000000000000e+02,0.000000000000000000e+00,8.050416666666666288e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,8.010000000000000000e+02,0.000000000000000000e+00,8.045000000000000000e+02,0.000000000000000000e+00,-5.500000000000000000e+00,-5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,8.010000000000000000e+02,0.000000000000000000e+00,8.045416666666665151e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,8.065000000000000000e+02,0.000000000000000000e+00,8.045833333333331439e+02,0.000000000000000000e+00,5.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,8.065000000000000000e+02,0.000000000000000000e+00,8.043333333333331439e+02,0.000000000000000000e+00,0.000000000000000000e+00,-5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,8.045000000000000000e+02,0.000000000000000000e+00,8.040833333333330302e+02,0.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,8.045000000000000000e+02,0.000000000000000000e+00,8.037916666666664014e+02,1.666666666666666574e-01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,8.015000000000000000e+02,0.000000000000000000e+00,8.034999999999996589e+02,3.333333333333333148e-01,-3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,8.015000000000000000e+02,0.000000000000000000e+00,8.035833333333330302e+02,5.000000000000000000e-01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,8.045000000000000000e+02,0.000000000000000000e+00,8.039166666666665151e+02,6.666666666666666297e-01,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,8.045000000000000000e+02,0.000000000000000000e+00,8.037916666666666288e+02,8.333333333333332593e-01,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,8.030000000000000000e+02,2.000000000000000000e+00,8.033749999999998863e+02,9.999999999999998890e-01,-1.500000000000000000e+00,-1.500000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
2.700000000000000000e+01,8.030000000000000000e+02,2.000000000000000000e+00,8.031249999999998863e+02,1.166666666666666519e+00,0.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00
2.800000000000000000e+01,8.020000000000000000e+02,2.000000000000000000e+00,8.025416666666665151e+02,1.333333333333333259e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,8.050000000000000000e+02,2.000000000000000000e+00,8.022083333333332575e+02,1.500000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,8.050000000000000000e+02,2.000000000000000000e+00,8.020833333333332575e+02,1.666666666666666741e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,8.015000000000000000e+02,2.000000000000000000e+00,8.017083333333332575e+02,1.833333333333333481e+00,-3.500000000000000000e+00,-3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,8.015000000000000000e+02,2.000000000000000000e+00,9.119583333333331439e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,7.975000000000000000e+02,2.000000000000000000e+00,1.022333333333333030e+03,2.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+01,7.975000000000000000e+02,2.000000000000000000e+00,1.022124999999999773e+03,2.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,8.000000000000000000e+02,2.000000000000000000e+00,1.021999999999999886e+03,2.000000000000000000e+00,2.500000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,8.000000000000000000e+02,2.000000000000000000e+00,1.021083333333333258e+03,2.000000000000000000e+00,0.000000000000000000e+00,-2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
