# Time,raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.535000000000000000e+02,4.999999999999999445e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.960000000000000000e+02,1.000000000000000000e+00,2.627916666666666288e+02,9.166666666666665186e-01,7.970000000000000000e+02,7.970000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,7.960000000000000000e+02,1.000000000000000000e+00,3.720833333333332575e+02,1.333333333333333037e+00,0.000000000000000000e+00,-7.970000000000000000e+02,0.000000000000000000e+00,-2.000000000000000000e+00
3.000000000000000000e+00,1.255000000000000000e+02,0.000000000000000000e+00,4.948749999999998863e+02,2.166666666666666075e+00,-6.705000000000000000e+02,-6.705000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000000e+00,1.255000000000000000e+02,0.000000000000000000e+00,6.176666666666665151e+02,2.999999999999999112e+00,0.000000000000000000e+00,6.705000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,7.404583333333331439e+02,4.083333333333332149e+00,-1.255000000000000000e+02,-1.255000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+00
6.000000000000000000e+00,1.311500000000000000e+03,5.000000000000000000e+00,8.622499999999997726e+02,4.833333333333332149e+00,1.311500000000000000e+03,1.437000000000000000e+03,0.000000000000000000e+00,-5.000000000000000000e+00
7.000000000000000000e+00,1.311500000000000000e+03,5.000000000000000000e+00,9.841249999999997726e+02,5.666666666666666075e+00,0.000000000000000000e+00,-1.311500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.473500000000000000e+03,1.000000000000000000e+01,1.039583333333333030e+03,6.333333333333332149e+00,1.620000000000000000e+02,1.620000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+00
9.000000000000000000e+00,1.473500000000000000e+03,1.000000000000000000e+01,1.095041666666666515e+03,7.416666666666666075e+00,0.000000000000000000e+00,-1.620000000000000000e+02,0.000000000000000000e+00,-5.000000000000000000e+00
1.000000000000000000e+01,1.473500000000000000e+03,1.300000000000000000e+01,1.206124999999999773e+03,8.583333333333332149e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
1.100000000000000000e+01,1.461500000000000000e+03,9.000000000000000000e+00,1.318166666666666515e+03,1.024999999999999822e+01,-1.200000000000000000e+01,-1.200000000000000000e+01,-4.000000000000000000e+00,-7.000000000000000000e+00
1.200000000000000000e+01,1.461500000000000000e+03,9.000000000000000000e+00,1.440666666666666515e+03,1.149999999999999822e+01,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00
1.300000000000000000e+01,1.461500000000000000e+03,9.000000000000000000e+00,1.467041666666666515e+03,1.258333333333333037e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.461500000000000000e+03,1.400000000000000000e+01,1.493416666666666515e+03,1.366666666666666430e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00
1.500000000000000000e+01,1.458500000000000000e+03,1.400000000000000000e+01,1.495583333333333258e+03,1.466666666666666430e+01,-3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00
1.600000000000000000e+01,1.470000000000000000e+03,2.000000000000000000e+01,1.518499999999999773e+03,1.566666666666666607e+01,1.150000000000000000e+01,1.450000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00
