Time,raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.372093023255812838e+00,6.643139534883721353e+02,5.083720930232557578e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.020000000000000000e+02,8.265000000000000000e+02,0.000000000000000000e+00,4.744186046511626564e+00,6.849069767441860677e+02,5.325581395348836367e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.275000000000000000e+02,8.275000000000000000e+02,1.030000000000000000e+02,1.030000000000000000e+02
2.000000000000000000e+00,1.010000000000000000e+02,8.160000000000000000e+02,0.000000000000000000e+00,5.116279069767440291e+00,7.055000000000000000e+02,5.567441860465115155e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.050000000000000000e+01,-8.380000000000000000e+02,-1.000000000000000000e+00,-1.040000000000000000e+02
3.000000000000000000e+00,1.010000000000000000e+02,8.160000000000000000e+02,0.000000000000000000e+00,5.395348837209300363e+00,7.242209302325580893e+02,5.802325581395347598e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.050000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.160000000000000000e+02,1.267000000000000000e+03,0.000000000000000000e+00,5.627906976744184497e+00,7.429418604651161786e+02,6.037209302325580040e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.510000000000000000e+02,4.510000000000000000e+02,1.500000000000000000e+01,1.500000000000000000e+01
5.000000000000000000e+00,1.160000000000000000e+02,1.267000000000000000e+03,4.000000000000000000e+00,5.860465116279068631e+00,7.619883720930231448e+02,6.272093023255812483e+01,2.675261630829483650e+00,1.000000000000000000e+00,3.082635986959727603e+01,1.000000000000000000e+00,3.446350567107901952e+02,1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-4.510000000000000000e+02,0.000000000000000000e+00,-1.500000000000000000e+01
6.000000000000000000e+00,1.020000000000000000e+02,8.100000000000000000e+02,4.000000000000000000e+00,6.069767441860464352e+00,7.810348837209301109e+02,6.502325581395346887e+01,2.863275590549749339e+00,1.000000000000000000e+00,5.531278452791365652e+00,1.000000000000000000e+00,2.321473954692158372e+02,1.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,-4.570000000000000000e+02,-4.570000000000000000e+02,-1.400000000000000000e+01,-1.400000000000000000e+01
7.000000000000000000e+00,1.020000000000000000e+02,8.100000000000000000e+02,4.000000000000000000e+00,6.279069767441860073e+00,8.001395348837207848e+02,6.732558139534882002e+01,3.798651348322941601e+00,1.000000000000000000e+00,5.523802738532113565e+00,1.000000000000000000e+00,3.074642826800650255e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.570000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
8.000000000000000000e+00,1.010000000000000000e+02,8.285000000000000000e+02,4.000000000000000000e+00,6.465116279069767380e+00,8.231976744186044925e+02,6.962790697674417117e+01,4.227028340931879846e+00,1.000000000000000000e+00,5.415008222485612421e+00,1.000000000000000000e+00,3.476448327705535348e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+01,1.850000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+00,1.010000000000000000e+02,8.285000000000000000e+02,4.000000000000000000e+00,6.651162790697674687e+00,8.462558139534882002e+02,7.193023255813952233e+01,4.592483978296395541e+00,1.000000000000000000e+00,5.348978430311145615e+00,1.000000000000000000e+00,3.522323202632270522e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.850000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
