Time,raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.232558139534884134e+00,6.430813953488371908e+02,5.983720930232557578e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.010000000000000000e+02,8.085000000000000000e+02,0.000000000000000000e+00,4.697674418604651514e+00,6.725697674418604493e+02,6.206976744186045636e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.095000000000000000e+02,8.095000000000000000e+02,1.020000000000000000e+02,1.020000000000000000e+02
2.000000000000000000e+00,1.010000000000000000e+02,8.025000000000000000e+02,0.000000000000000000e+00,4.837209302325581994e+00,7.020581395348837077e+02,6.430232558139533694e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-6.000000000000000000e+00,-8.155000000000000000e+02,0.000000000000000000e+00,-1.020000000000000000e+02
3.000000000000000000e+00,1.010000000000000000e+02,8.025000000000000000e+02,0.000000000000000000e+00,4.976744186046512475e+00,7.195116279069767415e+02,6.665116279069766847e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.010000000000000000e+02,8.025000000000000000e+02,0.000000000000000000e+00,5.116279069767442955e+00,7.369651162790697754e+02,6.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.140000000000000000e+02,7.815000000000000000e+02,3.000000000000000000e+00,5.604651162790698748e+00,7.544186046511628092e+02,7.134883720930233153e+01,1.600619714696273510e+00,1.000000000000000000e+00,3.181220723127553995e+01,1.000000000000000000e+00,2.533274919581729421e+02,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,-2.100000000000000000e+01,-2.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01
6.000000000000000000e+00,1.140000000000000000e+02,7.815000000000000000e+02,3.000000000000000000e+00,6.093023255813954542e+00,8.222674418604651692e+02,7.702325581395349730e+01,1.493788793195907516e+00,1.000000000000000000e+00,6.316710096741894098e+00,1.000000000000000000e+00,7.987213438515129837e+01,1.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,-1.300000000000000000e+01
7.000000000000000000e+00,1.140000000000000000e+02,7.815000000000000000e+02,3.000000000000000000e+00,6.581395348837210335e+00,8.901162790697675291e+02,8.269767441860466306e+01,1.493788793195907516e+00,1.000000000000000000e+00,6.235064799811725678e+00,1.000000000000000000e+00,8.019843674410584811e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.140000000000000000e+02,1.001000000000000000e+03,3.000000000000000000e+00,7.418604651162791441e+00,9.437441860465116861e+02,8.637209302325582883e+01,1.748671278333758794e+00,1.000000000000000000e+00,6.150992663286280582e+00,1.000000000000000000e+00,1.392527578847629002e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.195000000000000000e+02,2.195000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.140000000000000000e+02,1.001000000000000000e+03,3.000000000000000000e+00,8.255813953488372547e+00,9.973720930232558430e+02,9.004651162790699459e+01,1.863081957447199732e+00,1.000000000000000000e+00,2.598760034902850435e+01,1.000000000000000000e+00,1.711776178695805015e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.195000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.020000000000000000e+02,7.985000000000000000e+02,0.000000000000000000e+00,8.930232558139534760e+00,1.041837209302325618e+03,9.281395348837210690e+01,5.863460180580763570e+00,1.000000000000000000e+00,3.411308369729777468e+01,1.000000000000000000e+00,6.096820130402351197e+02,1.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-2.025000000000000000e+02,-2.025000000000000000e+02,-1.200000000000000000e+01,-1.200000000000000000e+01
1.100000000000000000e+01,1.020000000000000000e+02,7.985000000000000000e+02,0.000000000000000000e+00,9.604651162790696972e+00,1.086302325581395280e+03,9.558139534883721922e+01,7.734221474601165269e+00,1.000000000000000000e+00,3.952444583016715995e+01,1.000000000000000000e+00,7.970371114476372441e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.025000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01
1.200000000000000000e+01,1.020000000000000000e+02,7.985000000000000000e+02,0.000000000000000000e+00,9.906976744186046346e+00,1.105500000000000000e+03,9.804651162790698038e+01,8.904451482171550580e+00,9.675040051596685231e+00,4.300605377335875090e+01,4.137813915583928548e+01,9.057682689434385566e+02,7.311148927494227792e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,1.020000000000000000e+02,1.232000000000000000e+03,5.000000000000000000e+00,1.020930232558139572e+01,1.124697674418604720e+03,1.005116279069767415e+02,1.016069236919844876e+01,9.493913839929241760e+00,4.363560605402976478e+01,3.417662358981647941e+01,8.773372679979927398e+02,6.940844657532684323e+02,5.000000000000000000e+00,5.000000000000000000e+00,4.335000000000000000e+02,4.335000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.960000000000000000e+02,1.232000000000000000e+03,5.000000000000000000e+00,1.023255813953488413e+01,1.142930232558139551e+03,1.028604651162790731e+02,1.088330285307431566e+01,9.602999531396427813e+00,4.423752567318781104e+01,3.417662358981647941e+01,8.578083282990284033e+02,6.957102414080160315e+02,0.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-4.335000000000000000e+02,9.400000000000000000e+01,9.400000000000000000e+01
1.500000000000000000e+01,1.960000000000000000e+02,2.959500000000000000e+03,2.200000000000000000e+01,1.025581395348837255e+01,1.161162790697674382e+03,1.052093023255814046e+02,1.071416764988079073e+01,9.637925087901439980e+00,4.481292611632762402e+01,4.183977055386417732e+01,8.330598110341960592e+02,7.599202721338600668e+02,1.700000000000000000e+01,1.700000000000000000e+01,1.727500000000000000e+03,1.727500000000000000e+03,0.000000000000000000e+00,-9.400000000000000000e+01
1.600000000000000000e+01,1.960000000000000000e+02,2.959500000000000000e+03,2.200000000000000000e+01,1.025581395348837255e+01,1.161162790697674382e+03,1.075581395348837361e+02,9.946135924805711070e+00,9.599499986978488053e+00,4.526652020245945351e+01,4.761989500198420444e+01,7.964271378791742109e+02,8.103274523302292209e+02,0.000000000000000000e+00,-1.700000000000000000e+01,0.000000000000000000e+00,-1.727500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,1.960000000000000000e+02,2.959500000000000000e+03,2.200000000000000000e+01,1.025581395348837255e+01,1.161162790697674382e+03,1.099069767441860677e+02,8.743356391668791971e+00,1.044988038209050529e+01,4.570910537354222214e+01,4.753363440764865544e+01,7.556191156488064280e+02,8.169561128971371318e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,1.040000000000000000e+02,1.695000000000000000e+03,2.600000000000000000e+01,1.025581395348837255e+01,1.161162790697674382e+03,1.122558139534883992e+02,7.795951481643034420e+00,1.118684942242452962e+01,4.614099842371413729e+01,4.763276183468684621e+01,7.099160758221663627e+02,8.183447840610948560e+02,4.000000000000000000e+00,4.000000000000000000e+00,-1.264500000000000000e+03,-1.264500000000000000e+03,-9.200000000000000000e+01,-9.200000000000000000e+01
1.900000000000000000e+01,1.040000000000000000e+02,1.695000000000000000e+03,2.600000000000000000e+01,1.025581395348837255e+01,1.161162790697674382e+03,1.146046511627907307e+02,7.652580183903621602e+00,1.131257707156066061e+01,4.620704393370029095e+01,4.755796463264591978e+01,7.591451368763255232e+02,8.054521304211691586e+02,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,1.264500000000000000e+03,0.000000000000000000e+00,9.200000000000000000e+01
2.000000000000000000e+01,1.040000000000000000e+02,1.695000000000000000e+03,2.000000000000000000e+01,1.025581395348837255e+01,1.161162790697674382e+03,1.168604651162791015e+02,7.505369978381924767e+00,1.134195750300626138e+01,4.274719071529246861e+01,4.748220719385314936e+01,8.029880071765838920e+02,7.897647664969614425e+02,-6.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,9.600000000000000000e+01,1.268000000000000000e+03,2.000000000000000000e+01,1.060465116279069875e+01,1.194593023255813932e+03,1.191162790697674723e+02,7.460086632337688428e+00,1.104173899347380861e+01,3.701864618390651174e+01,4.764663261973504405e+01,7.503102416185494121e+02,7.962209231111676218e+02,0.000000000000000000e+00,6.000000000000000000e+00,-4.270000000000000000e+02,-4.270000000000000000e+02,-8.000000000000000000e+00,-8.000000000000000000e+00
2.200000000000000000e+01,9.600000000000000000e+01,1.268000000000000000e+03,2.000000000000000000e+01,1.097674418604651336e+01,1.228046511627906966e+03,1.213953488372093403e+02,7.413412013772767928e+00,1.071820880557941003e+01,4.736983034006223647e+01,4.780835073499189036e+01,7.432054791896523511e+02,8.025637479976279565e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.270000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00
2.300000000000000000e+01,9.600000000000000000e+01,1.268000000000000000e+03,6.000000000000000000e+00,1.132558139534883956e+01,1.242674418604651237e+03,1.213023255813953654e+02,7.365319672919669713e+00,1.065637837166079471e+01,5.549179077102492386e+01,4.783548473675165269e+01,7.360123320247847687e+02,8.031709197922942849e+02,-1.400000000000000000e+01,-1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,1.010000000000000000e+02,7.505000000000000000e+02,6.000000000000000000e+00,1.167441860465116577e+01,1.257441860465116406e+03,1.212093023255814046e+02,8.825208072372070944e+00,1.059403605808475746e+01,5.567645614256569786e+01,4.786256992682277911e+01,7.677419477579086333e+02,8.037772144070768263e+02,0.000000000000000000e+00,1.400000000000000000e+01,-5.175000000000000000e+02,-5.175000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+00
2.500000000000000000e+01,1.010000000000000000e+02,7.505000000000000000e+02,6.000000000000000000e+00,1.202325581395349197e+01,1.288790697674418425e+03,1.211162790697674438e+02,9.993386242662760210e+00,1.059403605808475746e+01,5.542741512200832688e+01,4.788960638802537062e+01,7.943366092283110902e+02,8.507131676423023237e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.175000000000000000e+02,0.000000000000000000e+00,-5.000000000000000000e+00
2.600000000000000000e+01,1.010000000000000000e+02,7.505000000000000000e+02,2.100000000000000000e+01,1.237209302325581817e+01,1.320139534883720899e+03,1.223255813953488342e+02,1.037320132770611814e+01,1.086395876280833406e+01,5.479759903046969072e+01,4.791659420284375415e+01,7.977890600262206817e+02,9.045225096148795956e+02,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
