# Time,raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.319999999999999432e+02,-8.333333333333332871e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,0.000000000000000000e+00,3.980833333333332575e+02,-8.333333333333332871e-02,8.010000000000000000e+02,8.010000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,8.000000000000000000e+02,0.000000000000000000e+00,4.641666666666665719e+02,-8.333333333333332871e-02,0.000000000000000000e+00,-8.010000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00
3.000000000000000000e+00,7.960000000000000000e+02,0.000000000000000000e+00,5.304166666666665151e+02,-8.333333333333332871e-02,-4.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,7.960000000000000000e+02,0.000000000000000000e+00,5.968749999999998863e+02,-8.333333333333332871e-02,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,7.930000000000000000e+02,0.000000000000000000e+00,6.633333333333332575e+02,-8.333333333333332871e-02,-3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,7.930000000000000000e+02,0.000000000000000000e+00,7.301249999999998863e+02,-8.333333333333332871e-02,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,7.930000000000000000e+02,0.000000000000000000e+00,7.969999999999998863e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,7.950000000000000000e+02,0.000000000000000000e+00,7.971666666666666288e+02,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,7.975000000000000000e+02,0.000000000000000000e+00,7.971249999999998863e+02,0.000000000000000000e+00,2.500000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,7.975000000000000000e+02,0.000000000000000000e+00,7.974166666666666288e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,8.015000000000000000e+02,0.000000000000000000e+00,7.976666666666666288e+02,0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,8.015000000000000000e+02,0.000000000000000000e+00,7.981666666666667425e+02,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
