Time,raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.325581395348837177e-02,3.896395348837207848e+02,4.846511627906974695e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.900000000000000000e+01,8.000000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,4.081627906976742679e+02,5.079069767441858119e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.010000000000000000e+02,8.010000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
2.000000000000000000e+00,9.900000000000000000e+01,8.000000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,4.266860465116277510e+02,5.311627906976741542e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.010000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+02
3.000000000000000000e+00,9.900000000000000000e+01,7.960000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,4.452906976744184249e+02,5.544186046511624966e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,9.900000000000000000e+01,7.960000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,4.638953488372090987e+02,5.776744186046508389e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,9.900000000000000000e+01,7.930000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,4.824999999999997726e+02,6.009302325581391813e+01,2.874797872880344163e-01,1.000000000000000000e+00,2.874797872880344585e+01,1.000000000000000000e+00,2.291629125662958586e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,9.900000000000000000e+01,7.930000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,5.009418604651160649e+02,6.241860465116275236e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.874797872880344496e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,9.900000000000000000e+01,7.930000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,5.195232558139532557e+02,6.474418604651158660e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.062705550531457543e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,9.900000000000000000e+01,7.950000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,5.381046511627904465e+02,6.706976744186042083e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.301639963151795421e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,9.900000000000000000e+01,7.975000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,5.566627906976741542e+02,6.939534883720925507e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.366706215843855432e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,9.900000000000000000e+01,7.975000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,5.752209302325578619e+02,7.172093023255808930e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.400899249092707244e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,9.900000000000000000e+01,8.015000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,5.937325581395346035e+02,7.402325581395344045e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.874797872880344718e-01,1.000000000000000000e+00,3.095584698905712973e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,9.900000000000000000e+01,8.015000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,6.123255813953485358e+02,7.632558139534879160e+01,0.000000000000000000e+00,1.959591794226542838e-01,3.856946079199350397e-01,1.967512134651270372e+01,2.646532114183570261e+00,1.565632140702279003e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,9.900000000000000000e+01,8.020000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,6.309186046511624681e+02,7.862790697674414275e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.453617714151232865e-01,4.898979485566355985e-01,1.986524853037468841e+00,2.562498780487514782e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,9.900000000000000000e+01,7.995000000000000000e+02,0.000000000000000000e+00,-2.325581395348837177e-02,6.494302325581392097e+02,8.093023255813949390e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.810456929208346555e-01,4.963869458396342749e-01,1.514393749905243780e+00,2.562498780487514782e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
