Time,raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.744186046511628163e+01,8.106627906976743816e+02,6.030232558139535115e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.060000000000000000e+02,1.613500000000000000e+03,2.300000000000000000e+01,1.890697674418604990e+01,8.581279069767441570e+02,6.474418604651162923e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000000e+01,2.400000000000000000e+01,1.614500000000000000e+03,1.614500000000000000e+03,1.070000000000000000e+02,1.070000000000000000e+02
2.000000000000000000e+00,1.050000000000000000e+02,1.624500000000000000e+03,2.300000000000000000e+01,2.044186046511628163e+01,9.055930232558139323e+02,6.918604651162790731e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,1.100000000000000000e+01,-1.603500000000000000e+03,-1.000000000000000000e+00,-1.080000000000000000e+02
3.000000000000000000e+00,1.050000000000000000e+02,1.624500000000000000e+03,2.200000000000000000e+01,2.197674418604651336e+01,9.440465116279069662e+02,7.202325581395348308e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.040000000000000000e+02,1.451500000000000000e+03,2.200000000000000000e+01,2.355813953488372192e+01,9.816046511627906739e+02,7.486046511627905886e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.730000000000000000e+02,-1.730000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,1.040000000000000000e+02,1.451500000000000000e+03,2.200000000000000000e+01,2.513953488372093048e+01,1.019162790697674382e+03,7.769767441860463464e+01,8.908163217006435985e+00,1.000000000000000000e+00,3.201936397590507255e+01,1.000000000000000000e+00,4.679807732506020557e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.730000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.060000000000000000e+02,1.760000000000000000e+03,2.300000000000000000e+01,2.674418604651162923e+01,1.056953488372093034e+03,8.018604651162789310e+01,5.678726431542333586e+00,1.000000000000000000e+00,5.988970578909309950e+00,1.000000000000000000e+00,1.113599999406288674e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.085000000000000000e+02,3.085000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00
7.000000000000000000e+00,1.060000000000000000e+02,1.760000000000000000e+03,2.300000000000000000e+01,2.834883720930232798e+01,1.094744186046511686e+03,8.267441860465115155e+01,6.886326132511136677e+00,1.000000000000000000e+00,5.940476091892560540e+00,1.000000000000000000e+00,1.246164031493619149e+02,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-3.085000000000000000e+02,0.000000000000000000e+00,-2.000000000000000000e+00
8.000000000000000000e+00,1.170000000000000000e+02,1.454000000000000000e+03,3.000000000000000000e+01,2.993023255813953654e+01,1.131953488372093034e+03,8.511627906976742963e+01,7.565690280568429849e+00,1.000000000000000000e+00,5.822441622402150685e+00,1.000000000000000000e+00,1.349066098767208359e+02,1.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,-3.060000000000000000e+02,-3.060000000000000000e+02,1.100000000000000000e+01,1.100000000000000000e+01
9.000000000000000000e+00,1.170000000000000000e+02,1.454000000000000000e+03,3.000000000000000000e+01,3.151162790697674509e+01,1.169162790697674382e+03,8.755813953488370771e+01,7.865606689572096855e+00,1.000000000000000000e+00,5.626090344278472877e+00,1.000000000000000000e+00,1.457947442057378566e+02,1.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,3.060000000000000000e+02,0.000000000000000000e+00,-1.100000000000000000e+01
