raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-4.105284665384322906e+00,-2.657379813070687824e+00,-1.316143999399665310e+00,-1.311169391631246572e+00,-2.224177194837686500e+00,-2.935268593636962020e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,6.502757122754517719e-05,-1.260136176687432288e-03,1.198720602788317513e-04
1.000000000000000000e+00,-6.892112248700504873e-01,-1.177994839472833677e+00,-1.291558334831872878e+00,-1.305903446823404312e+00,-2.184319363233893974e+00,-2.803133163412466100e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,4.410984248678561648e-01,3.251841347624950807e-01,5.331578027262249719e+00,3.765365722546586635e+00,9.514916664935125112e+00,6.701092299270435149e+00
2.000000000000000000e+00,-6.892112248700504873e-01,-1.169735245947783664e+00,-1.291558334831872878e+00,-1.300637502015561831e+00,-2.144436836567149562e+00,-2.670997733187969292e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,-3.251841347624950807e-01,2.772121722544807973e-02,-3.744213517122010781e+00,-1.260136176687432288e-03,-6.700852555149878320e+00
3.000000000000000000e+00,-6.553887155580279122e-01,-1.169735245947783664e+00,-1.291558334831872878e+00,-1.295371557207719349e+00,-2.104554309900405595e+00,-2.538862302963471151e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,-2.095712271089294684e-02,9.295943611154833253e-02,6.646613371582493768e-02
4.000000000000000000e+00,-6.553887155580279122e-01,-1.166982048106100178e+00,-1.291558334831872878e+00,-1.290105612399877311e+00,-2.064770563485467392e+00,-2.406726872738974343e+00,-5.869218192728355987e-01,-8.123578484869367067e-01,-7.227356279543100115e-01,-9.712046466517781917e-01,-8.727280102665599948e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,7.868977137974087974e-03,7.072410998601041596e-03,-1.260136176687432288e-03,-6.622638959526727653e-02
5.000000000000000000e+00,-6.553887155580279122e-01,-1.166982048106100178e+00,-1.291558334831872878e+00,-1.284839667592034829e+00,-2.024986817070529632e+00,-2.274591442514477091e+00,-8.327028593549458124e-01,-8.123578484869367067e-01,2.279267303918913967e+00,-9.712046466517781917e-01,8.037599377069017947e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,-6.942355856145951756e-03,-1.260136176687432288e-03,1.198720602788317513e-04
6.000000000000000000e+00,-6.553887155580279122e-01,-1.185336700383989195e+00,-1.291558334831872878e+00,-1.279573722784192347e+00,-1.985153680529688547e+00,-2.142456012289979839e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-7.879737533570455588e-01,-9.712046466517781917e-01,-7.401333323264420727e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-6.823127653067621867e-02,-4.665086194459576452e-02,-1.260136176687432288e-03,1.198720602788317513e-04
7.000000000000000000e+00,-6.553887155580279122e-01,-1.185336700383989195e+00,-1.291558334831872878e+00,-1.274307777976350087e+00,-1.945518104492459877e+00,-2.010320582065483475e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-7.984039902838215852e-01,-9.712046466517781917e-01,-7.409232852644039857e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,-2.057142905762907904e-03,4.678091708705085783e-02,-1.260136176687432288e-03,1.198720602788317513e-04
8.000000000000000000e+00,-6.553887155580279122e-01,-1.180748037314516941e+00,-1.291558334831872878e+00,-1.269041833168507827e+00,-1.905882528455231206e+00,-1.878185151840985778e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-7.389174675696045247e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,1.448639050046541914e-02,1.174399995018337271e-02,-1.260136176687432288e-03,1.198720602788317513e-04
9.000000000000000000e+00,-6.553887155580279122e-01,-1.083468380241705109e+00,-1.291558334831872878e+00,-1.263775888360665345e+00,-1.866148172166196773e+00,-1.746049721616488526e+00,-9.318678793244212777e-01,-8.123578484869367067e-01,-8.289338255345662931e-01,-9.712046466517781917e-01,-7.370643961734375527e-01,-1.039656582169905308e+00,-9.740497402403797871e-04,0.000000000000000000e+00,3.486657653062776308e-01,2.359802696261352473e-01,-1.260136176687432288e-03,1.198720602788317513e-04
