raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-4.114285376660476778e+00,-2.662508967980850905e+00,-1.306385786241622826e+00,-1.308140115507613110e+00,-1.751261807003153814e+00,-2.787778775470012071e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,2.655764803690597694e-05,-1.391077680918372146e-03,1.185660636375885556e-04
1.000000000000000000e+00,1.050391167831953299e-01,9.626311428648691715e-01,-1.281642579457612063e+00,-1.307550362264288335e+00,-1.711531791355410892e+00,-2.686423332584844559e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,4.336184240617619312e-01,3.180265862103400787e-01,1.282207132253155812e+01,9.049184815046976027e+00,1.096184330767503567e+01,7.717626503438000718e+00
2.000000000000000000e+00,4.425850762586891474e-01,3.186185562659155313e+00,-1.281642579457612063e+00,-1.306960609020963782e+00,-1.671801775707667526e+00,-2.585067889699677934e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,-3.180192279755623130e-01,7.863840921728294298e+00,-3.498643932820642899e+00,8.756676731475578901e-01,-7.099988736320777427e+00
3.000000000000000000e+00,4.425850762586891474e-01,3.186185562659155313e+00,-1.281642579457612063e+00,-1.306370855777639006e+00,-1.632220934086136221e+00,-2.483712446814510422e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,-5.550461209282222974e+00,-1.391077680918372146e-03,-6.172820689263114335e-01
4.000000000000000000e+00,1.218940783052324894e+00,4.158357097214883780e+00,-1.281642579457612063e+00,-1.305781102534314231e+00,-1.591769910645036035e+00,-2.382357003929343353e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,3.436965915619922818e+00,2.426783538216385150e+00,2.015844049224577272e+00,1.420140026540520406e+00
5.000000000000000000e+00,-2.997926700700218050e-02,-3.818221926012990153e-01,-1.281642579457612063e+00,-1.305781102534314231e+00,-1.547490087197832986e+00,-2.281001561044176729e+00,-8.679176060112578917e-01,-8.488544559978022930e-01,3.036422242960421958e+00,-9.700360933674100350e-01,7.450261723536509173e+00,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-1.606345108477792394e+01,-1.376003055871201752e+01,-3.246508455746281108e+00,-3.704285243876056732e+00
6.000000000000000000e+00,-2.997926700700218050e-02,-3.818221926012990153e-01,-1.281642579457612063e+00,-1.305781102534314231e+00,-1.503210263750630382e+00,-2.179646118159008328e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,9.054359896060950597e-01,-9.700360933674100350e-01,6.872814853454761064e+00,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,1.133332669343974430e+01,-1.391077680918372146e-03,2.284500915526449294e+00
7.000000000000000000e+00,-5.362982062202428235e-01,-1.200104962919295692e+00,-1.281642579457612063e+00,-1.304601596047664902e+00,-1.461043739008094589e+00,-2.078290675273840815e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,9.631556774604165261e-01,-9.700360933674100350e-01,6.949676781537030834e+00,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.896920783105088493e+00,-2.042589744479634373e+00,-1.316979203923632991e+00,-9.259823864212859412e-01
8.000000000000000000e+00,-6.038073981153416758e-01,-1.193654535675798156e+00,-1.281642579457612063e+00,-1.301063076587716694e+00,-1.401871375277413012e+00,-1.976935232388673302e+00,-8.679176060112578917e-01,-8.488544559978022930e-01,9.044247737186458247e-01,-9.700360933674100350e-01,6.210179059238118526e+00,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,2.064411414601042410e-02,2.058744564860047976e+00,-1.768028278466136360e-01,8.027393915505713906e-01
9.000000000000000000e+00,-6.375619940628910465e-01,-1.197340494100653796e+00,-1.281642579457612063e+00,-1.295165544154469606e+00,-1.324997027102931435e+00,-1.869732360106284519e+00,-8.341187346834719740e-01,-8.488544559978022930e-01,7.949464195475034467e-01,-9.700360933674100350e-01,4.984785618852019873e+00,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-1.521422537327682400e-02,-2.527612177021127532e-02,-8.909695276376601580e-02,6.185862956263249446e-02
