raw_INTAKE_PRESSURE,raw_RPM,raw_SPEED,ma_43_SPEED,ma_43_RPM,ma_43_INTAKE_PRESSURE,std_w11_SPEED,std_w25_SPEED,std_w11_INTAKE_PRESSURE,std_w25_INTAKE_PRESSURE,std_w11_RPM,std_w25_RPM,d1_SPEED,d2_SPEED,d1_RPM,d2_RPM,d1_INTAKE_PRESSURE,d2_INTAKE_PRESSURE
0.000000000000000000e+00,-4.114285376660476778e+00,-2.662508967980850905e+00,-1.306385786241622826e+00,-1.313447894697535645e+00,-2.291967927345530676e+00,-2.955405084857019915e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,2.655764803690597694e-05,-1.391077680918372146e-03,1.185660636375885556e-04
1.000000000000000000e+00,-6.375619940628910465e-01,-1.274745621022626674e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.254574971441772213e+00,-2.855998785104259419e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,4.336184240617619312e-01,3.180265862103400787e-01,4.907157835910700427e+00,3.464193394364560419e+00,9.032314055852387114e+00,6.359345106460112973e+00
2.000000000000000000e+00,-6.375619940628910465e-01,-1.272902641810198743e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.217231740213418067e+00,-2.756592485351498922e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,-3.180192279755623130e-01,4.344868909970765400e-03,-3.459539791901532269e+00,-1.391077680918372146e-03,-6.359107974332838253e+00
3.000000000000000000e+00,-6.375619940628910465e-01,-1.265530724960487019e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.179838784309659605e+00,-2.656211614032534918e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,2.390396319321835480e-02,1.382801914889954936e-02,-1.391077680918372146e-03,1.185660636375885556e-04
4.000000000000000000e+00,-6.375619940628910465e-01,-1.267373704172914950e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.142545277756708888e+00,-2.555830742713570913e+00,-6.227165372422500678e-01,-8.488544559978022930e-01,-7.259777961464828344e-01,-9.700360933674100350e-01,-9.096750683489568390e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-8.694527278860960870e-03,-2.297587818673416798e-02,-1.391077680918372146e-03,1.185660636375885556e-04
5.000000000000000000e+00,-6.375619940628910465e-01,-1.271059662597770812e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.105102597177546997e+00,-2.455449871394607797e+00,-8.679176060112578917e-01,-8.488544559978022930e-01,2.150613751129042406e+00,-9.700360933674100350e-01,6.424050042297301255e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-1.521422537327682400e-02,-4.573929518917308444e-03,-1.391077680918372146e-03,1.185660636375885556e-04
6.000000000000000000e+00,-6.375619940628910465e-01,-1.274745621022626674e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.067560467247576916e+00,-2.355069000075643793e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.876772372585925108e-01,-9.700360933674100350e-01,-9.052852179779083963e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-1.521422537327682400e-02,2.655764803690597694e-05,-1.391077680918372146e-03,1.185660636375885556e-04
7.000000000000000000e+00,-6.375619940628910465e-01,-1.271059662597770812e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-2.030018337317607280e+00,-2.255662700322883296e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.816844026068691109e-01,-9.700360933674100350e-01,-9.058909018955605408e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,1.086456700438662853e-02,1.842850631585376403e-02,-1.391077680918372146e-03,1.185660636375885556e-04
8.000000000000000000e+00,-6.375619940628910465e-01,-1.271059662597770812e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.992525932063040628e+00,-2.156256400570122800e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.781003904168802832e-01,-9.700360933674100350e-01,-9.060476225945180984e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,-9.174416685871523980e-03,-1.391077680918372146e-03,1.185660636375885556e-04
9.000000000000000000e+00,-6.375619940628910465e-01,-1.271059662597770812e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.955182700834686704e+00,-2.056850100817362748e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.764046092890121153e-01,-9.700360933674100350e-01,-9.081453829619664520e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,2.655764803690597694e-05,-1.391077680918372146e-03,1.185660636375885556e-04
1.000000000000000000e+01,-6.038073981153416758e-01,-1.274745621022626674e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.918088092983352144e+00,-1.957443801064602917e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.764046092890121153e-01,-9.700360933674100350e-01,-9.097647066026400831e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-1.521422537327682400e-02,-9.174416685871523980e-03,8.631479740192926631e-02,6.185862956263249446e-02
1.100000000000000000e+01,-6.038073981153416758e-01,-1.274745621022626674e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.880496238377977969e+00,-1.858037501311841977e+00,-9.668486255597639190e-01,-8.488544559978022930e-01,-7.781003904168802832e-01,-9.700360933674100350e-01,-9.098250998749384255e-01,-1.083851660099736769e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,9.227531981945334694e-03,-1.391077680918372146e-03,-6.162149743535732388e-02
1.200000000000000000e+01,-6.038073981153416758e-01,-1.271059662597770812e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.842655760395584652e+00,-1.758631201559082147e+00,-9.668486255597639190e-01,-1.023845210346074230e+00,-7.816844026068691109e-01,7.886602206756347933e-01,-9.072600538212750587e-01,-2.063741149930094498e-01,-1.288015368975808234e-03,3.679117388858759305e-06,1.086456700438662853e-02,9.227531981945334694e-03,-1.391077680918372146e-03,1.185660636375885556e-04
1.300000000000000000e+01,-6.038073981153416758e-01,-1.271059662597770812e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.805362253842633935e+00,-1.659224901806321206e+00,-9.668486255597639190e-01,-1.066493598028699141e+00,-7.876772372585925108e-01,-1.015995990246675307e+00,-9.071715659301528012e-01,-1.079094083034494833e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,-9.174416685871523980e-03,-1.391077680918372146e-03,1.185660636375885556e-04
1.400000000000000000e+01,-6.038073981153416758e-01,-1.269216683385342881e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.768068747289683218e+00,-1.559818602053561376e+00,-9.668486255597639190e-01,-1.066493598028699141e+00,-7.876772372585925108e-01,-1.015702780455575160e+00,-9.041938547562272666e-01,-1.079179617992213291e+00,-1.288015368975808234e-03,3.679117388858759305e-06,4.344868909970765400e-03,4.627044814991120025e-03,-1.391077680918372146e-03,1.185660636375885556e-04
1.500000000000000000e+01,-6.038073981153416758e-01,-1.272902641810198743e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.730526617359713581e+00,-1.459437730734597150e+00,-9.668486255597639190e-01,-1.066493598028699141e+00,-7.876772372585925108e-01,-1.015702780455575160e+00,-9.042953271433827878e-01,-1.078967043510475898e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-1.521422537327682400e-02,-1.377490385282573691e-02,-1.391077680918372146e-03,1.185660636375885556e-04
1.600000000000000000e+01,-6.038073981153416758e-01,-1.272902641810198743e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.693233110806762864e+00,-1.359056859415634033e+00,-9.668486255597639190e-01,-1.066493598028699141e+00,-7.816844026068691109e-01,-1.015702780455575160e+00,-9.042953271433827878e-01,-1.079730613226348668e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.174829184445097301e-03,9.227531981945334694e-03,-1.391077680918372146e-03,1.185660636375885556e-04
1.700000000000000000e+01,-6.038073981153416758e-01,-1.278431579447482314e+00,-1.281642579457612063e+00,-1.313447894697535645e+00,-1.655790430227600751e+00,-1.258675988096670917e+00,-9.668486255597639190e-01,-1.066493598028699141e+00,-7.781003904168802832e-01,-1.015702780455575160e+00,-9.042953271433827878e-01,-1.080277487924854229e+00,-1.288015368975808234e-03,3.679117388858759305e-06,-2.173392346769268541e-02,-1.377490385282573691e-02,-1.391077680918372146e-03,1.185660636375885556e-04
