raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-2.657648762007283061e+00,-1.316239373591974848e+00,-1.951104315997847616e+00,-1.265607375679690394e+00,-2.148642104456053269e-03,7.463534929244180073e-07,-9.740765687880125010e-04,0.000000000000000000e+00
1.000000000000000000e+00,-1.155222629467480111e+00,-1.291653256510572723e+00,-1.695625200906823782e+00,-1.247067468408627366e+00,5.415115263755369668e+00,3.823963585095259354e+00,4.410862222614317929e-01,3.251751783723601519e-01
2.000000000000000000e+00,-6.917374755685183896e-01,-1.291653256510572723e+00,-1.421605881491738055e+00,-1.216167622956855654e+00,1.669029288536479694e+00,-2.644303428023830893e+00,-9.740765687880125010e-04,-3.251751783723601519e-01
3.000000000000000000e+00,-6.917374755685183896e-01,-1.193308788184964664e+00,-1.147586562076652994e+00,-1.172907839324375479e+00,-2.148642104456053269e-03,-1.179657918010949214e+00,1.767267118752091193e+00,1.300700713489440608e+00
4.000000000000000000e+00,-1.027649488097270858e+00,-1.193308788184964664e+00,-8.547820136107574518e-01,-1.129648055691895081e+00,-1.213338983915510427e+00,-8.549597905918255858e-01,-9.740765687880125010e-04,-1.300700713489440608e+00
5.000000000000000000e+00,2.150413997823217849e-01,-1.070378202777954257e+00,-5.589554935149485537e-01,-1.074028333878705999e+00,4.478593769950647285e+00,4.017848078446246696e+00,2.209327417582310993e+00,1.625875891861800593e+00
6.000000000000000000e+00,2.150413997823217849e-01,-1.070378202777954257e+00,-2.631289734191391005e-01,-1.018408612065516916e+00,-2.148642104456053269e-03,-3.162886048793942084e+00,-9.740765687880125010e-04,-1.625875891861800593e+00
7.000000000000000000e+00,4.233802709408650000e-01,-9.228615002895418362e-01,-2.316809102226295020e-02,-9.421889932844800253e-01,7.490541108767170275e-01,5.302631558796877531e-01,2.651387716412530793e+00,1.951051070234160800e+00
8.000000000000000000e+00,4.233802709408650000e-01,-7.753447978011295261e-01,9.852752326342305300e-02,-8.680293642002281373e-01,-2.148642104456053269e-03,-5.302616631727019580e-01,2.651387716412530793e+00,0.000000000000000000e+00
9.000000000000000000e+00,6.344725192512832290e-01,-7.753447978011295261e-01,1.789773085462421365e-01,-7.938697351159760274e-01,7.589819005636929683e-01,5.372710291333379073e-01,-9.740765687880125010e-04,-1.951051070234160800e+00
