raw_RPM,raw_SPEED,ma_12_RPM,ma_12_SPEED,d1_RPM,d2_RPM,d1_SPEED,d2_SPEED
0.000000000000000000e+00,-2.657648762007283061e+00,-1.316239373591974848e+00,-2.181999283504985065e+00,-1.294447231434677326e+00,-2.148642104456053269e-03,7.463534929244180073e-07,-9.740765687880125010e-04,0.000000000000000000e+00
1.000000000000000000e+00,-1.170825099994772023e+00,-1.291653256510572723e+00,-2.039068192900991505e+00,-1.286207272647538202e+00,5.358857788862506411e+00,3.784252303324575184e+00,4.410862222614317929e-01,3.251751783723601519e-01
2.000000000000000000e+00,-1.208454587737064045e+00,-1.291653256510572723e+00,-1.896137102296997723e+00,-1.277967313860399079e+00,-1.378284344931260952e-01,-3.880025078417474127e+00,-9.740765687880125010e-04,-3.251751783723601519e-01
3.000000000000000000e+00,-1.208454587737064045e+00,-1.267067139429170819e+00,-1.762680301127325766e+00,-1.267667365376475175e+00,-2.148642104456053269e-03,9.577501415337834334e-02,4.410862222614317929e-01,3.251751783723601519e-01
4.000000000000000000e+00,-1.179085231450397009e+00,-1.267067139429170819e+00,-1.629223499957654031e+00,-1.257367416892551271e+00,1.037477812232864005e-01,7.475139439242788064e-02,-9.740765687880125010e-04,-3.251751783723601519e-01
5.000000000000000000e+00,-1.179085231450397009e+00,-1.267067139429170819e+00,-1.497318522057396795e+00,-1.245007478711842586e+00,-2.148642104456053269e-03,-7.474990168544203006e-02,-9.740765687880125010e-04,0.000000000000000000e+00
6.000000000000000000e+00,-1.049676505312270969e+00,-1.193308788184964664e+00,-1.365413544157139558e+00,-1.232647540531133901e+00,4.644574731834091863e-01,3.293707892750500354e-01,1.325206819921871393e+00,9.755255351170804001e-01
7.000000000000000000e+00,-1.049676505312270969e+00,-1.193308788184964664e+00,-1.233590241165799073e+00,-1.228527561137564339e+00,-2.148642104456053269e-03,-3.293692965680642404e-01,-9.740765687880125010e-04,-9.755255351170804001e-01
8.000000000000000000e+00,-1.156140421851438616e+00,-1.168722671103562538e+00,-1.234080290619298692e+00,-1.226467571440779558e+00,-3.860231766675225051e-01,-2.709703527876463069e-01,4.410862222614317929e-01,3.251751783723601519e-01
9.000000000000000000e+00,-1.156140421851438616e+00,-1.168722671103562538e+00,-1.237428961884877721e+00,-1.226467571440779558e+00,-2.148642104456053269e-03,2.709718454946321020e-01,-9.740765687880125010e-04,-3.251751783723601519e-01
1.000000000000000000e+01,-1.173578477146647092e+00,-1.144136554022160412e+00,-1.240777633150457193e+00,-1.228527561137564339e+00,-6.502464345530313550e-02,-4.438245091962470662e-02,4.410862222614317929e-01,3.251751783723601519e-01
1.100000000000000000e+01,-1.173578477146647092e+00,-1.144136554022160412e+00,-1.145871388989405215e+00,-1.214107633260070873e+00,-2.148642104456053269e-03,4.438394362661055026e-02,-9.740765687880125010e-04,-3.251751783723601519e-01
1.200000000000000000e+01,-1.176331854298521939e+00,-1.267067139429170819e+00,-1.050965144828353237e+00,-1.199687705382577407e+00,-1.207643179143190817e-02,-7.007126900157227209e-03,-2.211275570719887007e+00,-1.625875891861800593e+00
1.300000000000000000e+01,-1.176331854298521939e+00,-1.267067139429170819e+00,-9.446244134189819563e-01,-1.179087808414729821e+00,-2.148642104456053269e-03,7.008619607143076052e-03,-9.740765687880125010e-04,1.625875891861800593e+00
1.400000000000000000e+01,-1.246084075479355846e+00,-1.291653256510572723e+00,-8.382836820096105646e-01,-1.158487911446881791e+00,-2.536526475078443865e-01,-1.775320427389776023e-01,-4.430343753990078626e-01,-3.251751783723601519e-01
1.500000000000000000e+01,-1.246084075479355846e+00,-1.291653256510572723e+00,-7.935258319233303714e-01,-1.146127973266173106e+00,-2.148642104456053269e-03,1.775335354459634252e-01,-9.740765687880125010e-04,3.251751783723601519e-01
1.600000000000000000e+01,-1.126104812908056835e-01,-1.094964319859356383e+00,-7.487679818370517326e-01,-1.137888014479033982e+00,4.084791445700604484e+00,2.884908569106138909e+00,3.535508314072970393e+00,2.601401426978881215e+00
1.700000000000000000e+01,-1.126104812908056835e-01,-1.094964319859356383e+00,-7.506465047421331249e-01,-1.131708045388679640e+00,-2.148642104456053269e-03,-2.884907076399152892e+00,-9.740765687880125010e-04,-2.601401426978881215e+00
1.800000000000000000e+01,1.452891786014879061e-01,-9.474476173709439619e-01,-7.525250276472145172e-01,-1.133768035085464421e+00,9.277543252422824072e-01,6.564048744453905293e-01,2.651387716412530793e+00,1.951051070234160800e+00
1.900000000000000000e+01,1.452891786014879061e-01,-9.474476173709439619e-01,-7.511365541956325220e-01,-1.125528076298325297e+00,-2.148642104456053269e-03,-6.564033817384046232e-01,-9.740765687880125010e-04,-1.951051070234160800e+00
2.000000000000000000e+01,-6.531901954422680845e-01,-1.021205968615150228e+00,-7.497480807440506378e-01,-1.098748210240123147e+00,-2.881207651327454045e+00,-2.032282497205051275e+00,-1.327154973059447407e+00,-9.755255351170804001e-01
2.100000000000000000e+01,-6.531901954422680845e-01,-1.070378202777954257e+00,-5.662245604085225370e-01,-1.069908354485136215e+00,-2.148642104456053269e-03,2.032283989912036848e+00,-8.850946742292274960e-01,3.251751783723601519e-01
2.200000000000000000e+01,-1.194687701977688921e+00,-1.070378202777954257e+00,-3.088669224124165336e-01,-1.030768550246225601e+00,-1.954613947209707492e+00,-1.378214326864370287e+00,-9.740765687880125010e-04,6.503503567447203038e-01
2.300000000000000000e+01,-1.194687701977688921e+00,-1.168722671103562538e+00,-1.523777969282730516e-01,-1.008108663581592790e+00,-2.148642104456053269e-03,1.378215819571356082e+00,-1.769215271889667207e+00,-1.300700713489440608e+00
2.400000000000000000e+01,-1.160729383771230250e+00,-1.168722671103562538e+00,1.027746185270856233e-01,-9.751488284330365186e-01,1.202940973682461723e-01,8.643118314851147566e-02,-9.740765687880125010e-04,1.300700713489440608e+00
2.500000000000000000e+01,-1.160729383771230250e+00,-9.474476173709439619e-01,3.349763845768875536e-01,-9.545489314651887103e-01,-2.148642104456053269e-03,-8.642969044152561120e-02,3.977568612903190193e+00,2.926576605351240978e+00
2.600000000000000000e+01,8.161954112750345880e-01,-9.474476173709439619e-01,4.354365225442660692e-01,-9.236490860134169978e-01,7.126004353144208103e+00,5.031653742474301971e+00,-9.740765687880125010e-04,-2.926576605351240978e+00
2.700000000000000000e+01,1.645879726373374208e+00,-8.245170319639335554e-01,6.069538312690586634e-01,-8.865692714712911648e-01,2.989425316904268826e+00,-2.919946442667403552e+00,2.209327417582310993e+00,1.625875891861800593e+00
2.800000000000000000e+01,1.645879726373374208e+00,-8.245170319639335554e-01,7.348567386324039719e-01,-8.474294672323801070e-01,-2.148642104456053269e-03,-2.111705060746419615e+00,-9.740765687880125010e-04,-1.625875891861800593e+00
2.900000000000000000e+01,2.754572926195049121e+00,-7.015864465569232600e-01,9.109478422565236988e-01,-8.082896629934693822e-01,3.995441338517821794e+00,2.821837709823287632e+00,2.209327417582310993e+00,1.625875891861800593e+00
3.000000000000000000e+01,2.754572926195049121e+00,-7.015864465569232600e-01,1.067763667376333991e+00,-7.650298793609889847e-01,-2.148642104456053269e-03,-2.821836217116301171e+00,-9.740765687880125010e-04,-1.625875891861800593e+00
3.100000000000000000e+01,1.274173810870246504e+00,-5.786558611499129645e-01,1.221557520866232593e+00,-7.217700957285084762e-01,-5.339990230468474763e+00,-3.767899106359071659e+00,2.209327417582310993e+00,1.625875891861800593e+00
3.200000000000000000e+01,1.274173810870246504e+00,-5.786558611499129645e-01,1.403120843387762884e+00,-6.908702502767368747e-01,-2.148642104456053269e-03,3.767900599066058120e+00,-9.740765687880125010e-04,-1.625875891861800593e+00
3.300000000000000000e+01,7.840726778364927041e-01,-6.032419782313149792e-01,1.408756412103006062e+00,-6.599704048249651622e-01,-1.769295206386158226e+00,-1.247400692796234223e+00,-4.430343753990078626e-01,-3.251751783723601519e-01
3.400000000000000000e+01,7.840726778364927041e-01,-6.032419782313149792e-01,1.267867194221924843e+00,-6.249505799796236660e-01,-2.148642104456053269e-03,1.247402185503220018e+00,-9.740765687880125010e-04,3.251751783723601519e-01
3.500000000000000000e+01,5.674736752223243919e-01,-6.524142123941191196e-01,1.126977976340845622e+00,-5.899307551342827249e-01,-7.831347641465566944e-01,-5.512852829336524207e-01,-8.850946742292274960e-01,-6.503503567447203038e-01
3.600000000000000000e+01,5.674736752223243919e-01,-6.524142123941191196e-01,8.835867477694741012e-01,-5.693308581664348056e-01,-2.148642104456053269e-03,5.512867756406382158e-01,-9.740765687880125010e-04,6.503503567447203038e-01
3.700000000000000000e+01,8.795230857681600733e-01,-5.786558611499129645e-01,6.401955191981011373e-01,-5.487309611985872193e-01,1.123000855752807503e+00,7.942263817671767479e-01,1.325206819921871393e+00,9.755255351170804001e-01
3.800000000000000000e+01,8.795230857681600733e-01,-5.786558611499129645e-01,5.324663143371483054e-01,-5.384310127146630931e-01,-2.148642104456053269e-03,-7.942248890601909528e-01,-9.740765687880125010e-04,-9.755255351170804001e-01
3.900000000000000000e+01,6.268786404523729594e-02,-4.065530415800985287e-01,4.247371094761949184e-01,-5.301910539275241918e-01,-2.947392915907292910e+00,-2.079001652229385488e+00,3.093448015242750593e+00,2.276226248606521008e+00
4.000000000000000000e+01,6.268786404523729594e-02,-4.065530415800985287e-01,3.507396419977844015e-01,-5.198911054436000656e-01,-2.148642104456053269e-03,2.079003144936371505e+00,-9.740765687880125010e-04,-2.276226248606521008e+00
4.100000000000000000e+01,1.955162199919530455e-02,-4.557252757429026691e-01,2.767421745193738847e-01,-5.095911569596762725e-01,-1.576840138670777824e-01,-1.097892679536927873e-01,-8.850946742292274960e-01,-6.503503567447203038e-01
4.200000000000000000e+01,1.955162199919530455e-02,-4.557252757429026691e-01,2.501978291214905226e-01,-4.910512496886131895e-01,-2.148642104456053269e-03,1.097907606606786379e-01,-9.740765687880125010e-04,6.503503567447203038e-01
4.300000000000000000e+01,6.360565642919563389e-02,-4.557252757429026691e-01,2.236534837236062445e-01,-4.725113424175501620e-01,1.566959928871576313e-01,1.121267184118953653e-01,-9.740765687880125010e-04,0.000000000000000000e+00
4.400000000000000000e+01,6.360565642919563389e-02,-4.803113928243047392e-01,1.952306154206401856e-01,-4.498514557529176838e-01,-2.148642104456053269e-03,-1.121252257049095008e-01,-4.430343753990078626e-01,-3.251751783723601519e-01
4.500000000000000000e+01,-4.744722202976352915e-02,-4.803113928243047392e-01,1.668077471176736548e-01,-4.271915690882849836e-01,-4.025694928124822214e-01,-2.826501415437298603e-01,-9.740765687880125010e-04,3.251751783723601519e-01
4.600000000000000000e+01,-4.744722202976352915e-02,-4.803113928243047392e-01,2.060933783065429792e-01,-4.210115999979306411e-01,-2.148642104456053269e-03,2.826516342507157109e-01,-9.740765687880125010e-04,0.000000000000000000e+00
4.700000000000000000e+01,2.691911504358638352e-01,-4.311391586615005989e-01,2.453790094954118317e-01,-4.148316309075762987e-01,1.139547171897767219e+00,8.059061705232604123e-01,8.831465210916515929e-01,6.503503567447203038e-01
4.800000000000000000e+01,2.691911504358638352e-01,-4.311391586615005989e-01,2.853180399556135005e-01,-4.045316824236526165e-01,-2.148642104456053269e-03,-8.059046778162745062e-01,-9.740765687880125010e-04,-6.503503567447203038e-01
4.900000000000000000e+01,5.601313361506576882e-01,-3.082085732544902479e-01,3.252570704158151971e-01,-3.942317339397287679e-01,1.046887801485992586e+00,7.404993534891922691e-01,2.209327417582310993e+00,1.625875891861800593e+00
5.000000000000000000e+01,5.601313361506576882e-01,-3.082085732544902479e-01,3.572736347111101218e-01,-3.901117545461589287e-01,-2.148642104456053269e-03,-7.404978607822064740e-01,-9.740765687880125010e-04,-1.625875891861800593e+00
5.100000000000000000e+01,5.041460007291989065e-01,-3.327946903358923181e-01,3.709950194090935183e-01,-3.839317854558045862e-01,-2.040136990729651267e-01,-1.424926764707268312e-01,-4.430343753990078626e-01,-3.251751783723601519e-01
5.200000000000000000e+01,5.041460007291989065e-01,-3.327946903358923181e-01,3.945990680859813304e-01,-3.777518163654502437e-01,-2.148642104456053269e-03,1.424941691777126818e-01,-9.740765687880125010e-04,3.251751783723601519e-01
5.300000000000000000e+01,4.683520977548236708e-01,-3.327946903358923181e-01,5.063303434838462014e-01,-3.777518163654502437e-01,-1.312099080351421809e-01,-9.110160594395903810e-02,-9.740765687880125010e-04,0.000000000000000000e+00
5.400000000000000000e+01,4.683520977548236708e-01,-3.327946903358923181e-01,5.898837753054951838e-01,-3.818717957590200829e-01,-2.148642104456053269e-03,9.110309865094490256e-02,-9.740765687880125010e-04,0.000000000000000000e+00
5.500000000000000000e+01,4.233802709408650000e-01,-4.065530415800985287e-01,6.348049752096076581e-01,-3.942317339397287679e-01,-1.643025403250616967e-01,-1.144611834561262143e-01,-1.327154973059447407e+00,-9.755255351170804001e-01
5.600000000000000000e+01,2.177947769341967987e-01,-4.065530415800985287e-01,6.538352289871678380e-01,-4.168916206043611350e-01,-7.434236053986532644e-01,-4.087918601094326365e-01,-9.740765687880125010e-04,9.755255351170804001e-01
5.700000000000000000e+01,2.177947769341967987e-01,-4.065530415800985287e-01,7.319981168203233413e-01,-4.313115484818546563e-01,-2.148642104456053269e-03,5.232552826260375989e-01,-9.740765687880125010e-04,0.000000000000000000e+00
5.800000000000000000e+01,1.208092759225245949e+00,-4.803113928243047392e-01,8.151431740973891227e-01,-4.436714866625633413e-01,3.568546381977860005e+00,2.520499159916331333e+00,-1.327154973059447407e+00,-9.755255351170804001e-01
5.900000000000000000e+01,1.208092759225245949e+00,-4.803113928243047392e-01,9.102944429851913544e-01,-4.519114454497023536e-01,-2.148642104456053269e-03,-2.520497667209344872e+00,-9.740765687880125010e-04,9.755255351170804001e-01
6.000000000000000000e+01,7.739769616129509311e-01,-5.786558611499129645e-01,1.008631033320738668e+00,-4.601514042368411439e-01,-1.567430149417649465e+00,-1.104907269972014383e+00,-1.769215271889667207e+00,-1.300700713489440608e+00
6.100000000000000000e+01,7.739769616129509311e-01,-5.786558611499129645e-01,1.099943581489462474e+00,-4.704513527207651591e-01,-2.148642104456053269e-03,1.104908762679000178e+00,-9.740765687880125010e-04,1.300700713489440608e+00
6.200000000000000000e+01,1.438458647598789275e+00,-4.803113928243047392e-01,1.195258200195097098e+00,-4.745713321143350538e-01,2.393757935685717264e+00,1.691234158234396157e+00,1.767267118752091193e+00,1.300700713489440608e+00
6.300000000000000000e+01,1.438458647598789275e+00,-4.803113928243047392e-01,1.274401186935251395e+00,-4.848712805982588470e-01,-2.148642104456053269e-03,-1.691232665527410362e+00,-9.740765687880125010e-04,-1.300700713489440608e+00
6.400000000000000000e+01,1.573374128040665232e+00,-4.311391586615005989e-01,1.353544173675405693e+00,-4.951712290821826956e-01,4.843130525573609013e-01,3.433865357823503439e-01,8.831465210916515929e-01,6.503503567447203038e-01
6.500000000000000000e+01,1.573374128040665232e+00,-4.311391586615005989e-01,1.300373807970719886e+00,-5.075311672628916027e-01,-2.148642104456053269e-03,-3.433850430753645488e-01,-9.740765687880125010e-04,-6.503503567447203038e-01
6.600000000000000000e+01,1.494443983020248057e+00,-4.557252757429026691e-01,1.247203442266034301e+00,-5.198911054436002876e-01,-2.867452797977639301e-01,-2.008916202511447646e-01,-4.430343753990078626e-01,-3.251751783723601519e-01
6.700000000000000000e+01,1.494443983020248057e+00,-4.557252757429026691e-01,1.167080356618881209e+00,-5.363710230178785343e-01,-2.148642104456053269e-03,2.008931129581306152e-01,-9.740765687880125010e-04,3.251751783723601519e-01
6.800000000000000000e+01,1.107135596989828441e+00,-5.294836269871088241e-01,1.086957270971728118e+00,-5.528509405921566700e-01,-1.398657724739059915e+00,-9.857734246599617611e-01,-1.327154973059447407e+00,-9.755255351170804001e-01
6.900000000000000000e+01,1.107135596989828441e+00,-5.294836269871088241e-01,8.518152082009283754e-01,-6.002307036182066291e-01,-2.148642104456053269e-03,9.857749173669476672e-01,-9.740765687880125010e-04,9.755255351170804001e-01
7.000000000000000000e+01,6.106099172683664422e-01,-6.278280953127171049e-01,6.166731454301296322e-01,-6.640903842185348349e-01,-1.792460048989101828e+00,-1.263752397054751064e+00,-1.769215271889667207e+00,-1.300700713489440608e+00
7.100000000000000000e+01,6.106099172683664422e-01,-6.278280953127171049e-01,3.678096979613478257e-01,-7.320700442124324914e-01,-2.148642104456053269e-03,1.263753889761737081e+00,-9.740765687880125010e-04,1.300700713489440608e+00
7.200000000000000000e+01,-1.263773670501807944e-01,-7.753447978011295261e-01,1.189462504925660746e-01,-8.041696835998997095e-01,-2.659487014984993181e+00,-1.875773327873531127e+00,-2.653335869550106807e+00,-1.951051070234160800e+00
7.300000000000000000e+01,-1.263773670501807944e-01,-7.753447978011295261e-01,-1.203612326329781407e-01,-8.742093332905820358e-01,-2.148642104456053269e-03,1.875774820580516922e+00,-9.740765687880125010e-04,1.951051070234160800e+00
7.400000000000000000e+01,-1.203865625817272189e+00,-1.045792085696552132e+00,-3.572184684910257868e-01,-9.442489829812648061e-01,-3.887223672941007457e+00,-2.742413653574932830e+00,-4.863637363701205807e+00,-3.576926962095961393e+00
