# Time,raw_RPM,raw_SPEED
0.000000000000000000e+00,8.175000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,nan,nan
2.000000000000000000e+00,8.210000000000000000e+02,nan
3.000000000000000000e+00,nan,nan
4.000000000000000000e+00,8.195000000000000000e+02,nan
5.000000000000000000e+00,nan,nan
6.000000000000000000e+00,8.225000000000000000e+02,nan
7.000000000000000000e+00,8.215000000000000000e+02,nan
8.000000000000000000e+00,nan,nan
9.000000000000000000e+00,8.190000000000000000e+02,nan
1.000000000000000000e+01,nan,nan
1.100000000000000000e+01,nan,nan
1.200000000000000000e+01,8.395000000000000000e+02,nan
1.300000000000000000e+01,1.124000000000000000e+03,5.000000000000000000e+00
1.400000000000000000e+01,nan,nan
1.500000000000000000e+01,1.485000000000000000e+03,1.000000000000000000e+01
1.600000000000000000e+01,nan,nan
1.700000000000000000e+01,9.015000000000000000e+02,1.300000000000000000e+01
1.800000000000000000e+01,nan,nan
1.900000000000000000e+01,8.205000000000000000e+02,1.100000000000000000e+01
2.000000000000000000e+01,nan,nan
2.100000000000000000e+01,8.350000000000000000e+02,1.000000000000000000e+01
2.200000000000000000e+01,nan,nan
2.300000000000000000e+01,1.049500000000000000e+03,1.200000000000000000e+01
2.400000000000000000e+01,nan,nan
2.500000000000000000e+01,1.089500000000000000e+03,1.300000000000000000e+01
2.600000000000000000e+01,nan,nan
2.700000000000000000e+01,8.820000000000000000e+02,1.500000000000000000e+01
2.800000000000000000e+01,nan,1.200000000000000000e+01
2.900000000000000000e+01,8.095000000000000000e+02,nan
3.000000000000000000e+01,1.231000000000000000e+03,1.300000000000000000e+01
3.100000000000000000e+01,nan,nan
3.200000000000000000e+01,8.675000000000000000e+02,nan
3.300000000000000000e+01,nan,nan
3.400000000000000000e+01,1.325000000000000000e+03,nan
3.500000000000000000e+01,nan,nan
3.600000000000000000e+01,7.975000000000000000e+02,nan
3.700000000000000000e+01,nan,nan
3.800000000000000000e+01,7.940000000000000000e+02,1.100000000000000000e+01
3.900000000000000000e+01,nan,nan
4.000000000000000000e+01,1.337500000000000000e+03,1.500000000000000000e+01
4.100000000000000000e+01,nan,nan
4.200000000000000000e+01,1.566500000000000000e+03,1.700000000000000000e+01
4.300000000000000000e+01,nan,nan
4.400000000000000000e+01,1.694000000000000000e+03,2.500000000000000000e+01
4.500000000000000000e+01,nan,nan
4.600000000000000000e+01,1.322000000000000000e+03,2.900000000000000000e+01
4.700000000000000000e+01,nan,nan
4.800000000000000000e+01,1.168500000000000000e+03,2.800000000000000000e+01
4.900000000000000000e+01,nan,2.400000000000000000e+01
5.000000000000000000e+01,1.079500000000000000e+03,nan
5.100000000000000000e+01,nan,2.700000000000000000e+01
5.200000000000000000e+01,1.225500000000000000e+03,nan
