# Time,raw_RPM,raw_SPEED
5.290000000000000000e+02,nan,nan
5.300000000000000000e+02,7.620000000000000000e+02,nan
5.310000000000000000e+02,nan,nan
5.320000000000000000e+02,7.600000000000000000e+02,nan
5.330000000000000000e+02,nan,nan
5.340000000000000000e+02,7.610000000000000000e+02,nan
5.350000000000000000e+02,nan,nan
5.360000000000000000e+02,7.665000000000000000e+02,nan
5.370000000000000000e+02,nan,nan
5.380000000000000000e+02,7.590000000000000000e+02,nan
5.390000000000000000e+02,nan,nan
5.400000000000000000e+02,7.570000000000000000e+02,nan
5.410000000000000000e+02,7.385000000000000000e+02,6.000000000000000000e+00
5.420000000000000000e+02,nan,nan
5.430000000000000000e+02,7.605000000000000000e+02,7.000000000000000000e+00
5.440000000000000000e+02,nan,nan
5.450000000000000000e+02,7.645000000000000000e+02,nan
5.460000000000000000e+02,nan,nan
5.470000000000000000e+02,7.610000000000000000e+02,nan
5.480000000000000000e+02,nan,nan
5.490000000000000000e+02,7.650000000000000000e+02,nan
5.500000000000000000e+02,nan,nan
5.510000000000000000e+02,7.670000000000000000e+02,8.000000000000000000e+00
